Rate_Stage1(C),Rate_Stage2(C),Terminal_Current(C),Cycle,SOH(measured),Stage1_Time(s),Stage2_Time(s),Stage3_Time(s),Reward_Total,Reward_r_soh,Reward_r_time,Reward_delta_soh,Avg Temp(°C),Throughput(Ah),Discharge Cap(Ah),Terminal V(V),LLI(%),LAM_neg(%),LAM_pos(%)
0.3,0.3,0.01,1,0.996445,2400.0,7200.0,2079.49,0.387509,0.710824,0.064195,0.024903,25.52,43.6158,4.8476,2.7684,0.024903,0.00231,0.0
0.3,0.3,0.01,2,0.996115,2400.0,7200.0,2078.69,0.387866,0.711491,0.064242,0.024718,25.52,53.3153,4.846,2.7685,0.049621,0.004618,0.0
0.3,0.3,0.01,3,0.995787,2400.0,7200.0,2077.95,0.388215,0.712143,0.064287,0.024539,25.52,63.0117,4.8444,2.7686,0.07416,0.006923,0.0
0.3,0.3,0.01,4,0.995462,2400.0,7200.0,2077.3,0.388555,0.712785,0.064326,0.024363,25.52,72.7048,4.8428,2.7687,0.098523,0.009225,0.0
0.3,0.3,0.01,5,0.995139,2400.0,7200.0,2076.64,0.388891,0.713416,0.064366,0.024191,25.52,82.3948,4.8413,2.7687,0.122714,0.011525,0.0
0.3,0.3,0.01,6,0.994718,2400.0,7200.0,2076.0,0.359044,0.653684,0.064404,0.045452,25.52,92.0811,4.8392,2.7689,0.156665,0.023764,0.009943
0.3,0.3,0.01,7,0.994172,2400.0,7200.0,2074.96,0.33355,0.602632,0.064467,0.074039,25.52,101.7626,4.8366,2.769,0.203068,0.048642,0.032531
0.3,0.3,0.01,8,0.993629,2400.0,7200.0,2073.39,0.332452,0.600342,0.064562,0.075609,25.52,111.4389,4.8339,2.7691,0.249148,0.073369,0.05497
0.3,0.3,0.01,9,0.99309,2400.0,7200.0,2071.75,0.331398,0.598136,0.064661,0.077148,25.52,121.1099,4.8313,2.7692,0.294913,0.097945,0.077264
0.3,0.3,0.01,10,0.992556,2400.0,7200.0,2070.31,0.330377,0.596007,0.064748,0.078658,25.52,130.7756,4.8287,2.7694,0.340368,0.122376,0.099415
0.3,0.3,0.01,11,0.992024,2400.0,7200.0,2068.8,0.329396,0.593953,0.06484,0.080139,25.52,140.4361,4.8261,2.7695,0.385521,0.146664,0.121426
0.3,0.3,0.01,12,0.991497,2400.0,7200.0,2067.33,0.328448,0.591968,0.064929,0.081591,25.52,150.0914,4.8235,2.7696,0.430377,0.170812,0.143301
0.3,0.3,0.01,13,0.990972,2400.0,7200.0,2065.86,0.327534,0.590049,0.065018,0.083016,25.52,159.7416,4.821,2.7697,0.474942,0.194822,0.165041
0.3,0.3,0.01,14,0.990451,2400.0,7200.0,2064.4,0.32665,0.588192,0.065107,0.084415,25.52,169.3867,4.8185,2.7699,0.519221,0.218697,0.186649
0.3,0.3,0.01,15,0.989934,2400.0,7200.0,2062.97,0.325794,0.586395,0.065194,0.085789,25.52,179.0267,4.8159,2.77,0.56322,0.242439,0.208129
0.3,0.3,0.01,16,0.989419,2400.0,7200.0,2061.53,0.324967,0.584653,0.065282,0.087138,25.52,188.6616,4.8134,2.7701,0.606945,0.266052,0.229482
0.3,0.3,0.01,17,0.988908,2400.0,7200.0,2060.09,0.324167,0.582963,0.06537,0.088463,25.52,198.2916,4.8109,2.7702,0.650399,0.289537,0.250711
0.3,0.3,0.01,18,0.9884,2400.0,7200.0,2058.67,0.323391,0.581325,0.065457,0.089764,25.52,207.9165,4.8085,2.7704,0.693589,0.312897,0.271817
0.3,0.3,0.01,19,0.987895,2400.0,7200.0,2057.22,0.32264,0.579734,0.065546,0.091043,25.52,217.5365,4.806,2.7705,0.736519,0.336134,0.292805
0.3,0.3,0.01,20,0.987393,2400.0,7200.0,2055.77,0.321911,0.578188,0.065634,0.0923,25.52,227.1516,4.8036,2.7706,0.779194,0.35925,0.313674
0.3,0.3,0.01,21,0.986894,2400.0,7200.0,2054.3,0.321205,0.576687,0.065724,0.093536,25.52,236.7618,4.8012,2.7707,0.821617,0.382248,0.334428
0.3,0.3,0.01,22,0.986398,2400.0,7200.0,2052.84,0.32052,0.575226,0.065814,0.094751,25.52,246.3672,4.7987,2.7708,0.863794,0.405129,0.355068
