Rate_Stage1(C),Rate_Stage2(C),Terminal_Current(C),Cycle,SOH(measured),Stage1_Time(s),Stage2_Time(s),Stage3_Time(s),Reward_Total,Reward_r_soh,Reward_r_time,Reward_delta_soh,Avg Temp(°C),Throughput(Ah),Discharge Cap(Ah),Terminal V(V),LLI(%),LAM_neg(%),LAM_pos(%)
3.0,3.0,0.01,1,1.003052,1.6,695.32,2116.58,0.849522,0.701097,0.997947,0.027726,45.83,43.727,4.8798,2.6823,0.027726,0.001341,0.0
3.0,3.0,0.01,2,1.002715,15.49,696.42,2091.1,0.851348,0.704727,0.997969,0.026644,48.45,53.4885,4.8781,2.6824,0.05437,0.002681,0.0
3.0,3.0,0.01,3,1.002363,15.38,695.92,2091.4,0.851685,0.705402,0.997969,0.026447,48.45,63.2466,4.8764,2.6825,0.080817,0.00402,0.0
3.0,3.0,0.01,4,1.002014,15.27,695.42,2091.68,0.852018,0.706065,0.99797,0.026254,48.45,73.001,4.8747,2.6825,0.107071,0.005357,0.0
3.0,3.0,0.01,5,1.00141,15.16,694.92,2091.95,0.795493,0.593016,0.997971,0.080821,48.45,82.7507,4.8718,2.6827,0.158484,0.032075,0.025385
3.0,3.0,0.01,6,1.000784,15.03,694.23,2091.97,0.790322,0.582671,0.997972,0.088694,48.45,92.4941,4.8687,2.6828,0.212113,0.061212,0.05319
3.0,3.0,0.01,7,1.000162,14.91,693.52,2091.9,0.788854,0.579735,0.997974,0.091043,48.45,102.2312,4.8657,2.6829,0.265366,0.090168,0.080816
3.0,3.0,0.01,8,0.999545,14.78,692.81,2091.89,0.787446,0.576916,0.997976,0.093346,48.46,111.9621,4.8627,2.683,0.318251,0.118946,0.108267
3.0,3.0,0.01,9,0.998932,14.66,692.11,2091.9,0.786092,0.574208,0.997977,0.095606,48.46,121.6867,4.8597,2.6831,0.370776,0.147552,0.135547
3.0,3.0,0.01,10,0.998323,14.54,691.41,2091.86,0.784791,0.571603,0.997979,0.097823,48.46,131.4053,4.8568,2.6832,0.422948,0.175988,0.162659
3.0,3.0,0.01,11,0.997718,14.42,690.71,2091.85,0.783537,0.569094,0.997981,0.099999,48.46,141.1177,4.8538,2.6833,0.474775,0.204257,0.189608
3.0,3.0,0.01,12,0.997118,14.31,690.02,2091.85,0.782329,0.566676,0.997982,0.102136,48.47,150.8241,4.8509,2.6834,0.526263,0.232365,0.216395
3.0,3.0,0.01,13,0.996521,14.2,689.33,2091.85,0.781163,0.564342,0.997984,0.104234,48.47,160.5245,4.848,2.6835,0.57742,0.260313,0.243025
3.0,3.0,0.01,14,0.995928,14.08,688.64,2091.85,0.780037,0.562088,0.997986,0.106294,48.47,170.219,4.8451,2.6836,0.628251,0.288104,0.269501
3.0,3.0,0.01,15,0.995339,13.97,687.96,2091.89,0.778948,0.559909,0.997987,0.108319,48.47,179.9079,4.8422,2.6837,0.678764,0.315743,0.295826
3.0,3.0,0.01,16,0.994754,13.87,687.28,2091.91,0.777895,0.557801,0.997989,0.11031,48.48,189.5914,4.8394,2.6838,0.728965,0.343232,0.322003
3.0,3.0,0.01,17,0.994172,13.76,686.6,2091.96,0.776875,0.55576,0.99799,0.112266,48.48,199.2696,4.8366,2.6839,0.778858,0.370574,0.348034
3.0,3.0,0.01,18,0.993594,13.66,685.92,2092.01,0.775887,0.553782,0.997992,0.11419,48.48,208.9424,4.8337,2.684,0.828451,0.397771,0.373924
3.0,3.0,0.01,19,0.993019,13.56,685.26,2092.04,0.774929,0.551865,0.997993,0.116082,48.48,218.6096,4.8309,2.6841,0.877749,0.424827,0.399673
3.0,3.0,0.01,20,0.992448,13.45,684.59,2092.1,0.773999,0.550004,0.997994,0.117943,48.49,228.2714,4.8282,2.6842,0.926757,0.451744,0.425285
3.0,3.0,0.01,21,0.99188,13.35,683.93,2092.18,0.773096,0.548197,0.997996,0.119775,48.49,237.9277,4.8254,2.6843,0.975481,0.478524,0.450762
3.0,3.0,0.01,22,0.991315,13.26,683.27,2092.26,0.772219,0.546442,0.997997,0.121578,48.49,247.5784,4.8227,2.6844,1.023925,0.50517,0.476107
3.0,3.0,0.01,23,0.990754,13.16,682.61,2092.35,0.771367,0.544735,0.997999,0.123353,48.49,257.2237,4.8199,2.6845,1.072095,0.531685,0.501323
3.0,3.0,0.01,24,0.990196,13.07,681.95,2092.45,0.770537,0.543075,0.998,0.1251,48.5,266.8635,4.8172,2.6846,1.119995,0.558071,0.526411
3.0,3.0,0.01,25,0.98964,12.98,681.3,2092.34,0.769731,0.541461,0.998002,0.126819,48.5,276.4978,4.8145,2.6847,1.167629,0.584329,0.551373
3.0,3.0,0.01,26,0.989089,12.89,680.65,2092.54,0.768945,0.539886,0.998003,0.128515,48.5,286.1267,4.8118,2.6848,1.215004,0.610463,0.576213
3.0,3.0,0.01,27,0.98854,12.79,680.0,2092.78,0.768178,0.538352,0.998004,0.130187,48.5,295.7503,4.8092,2.6849,1.262123,0.636474,0.600932
3.0,3.0,0.01,28,0.987994,12.71,679.36,2092.95,0.767431,0.536857,0.998005,0.131833,48.51,305.3687,4.8065,2.685,1.30899,0.662365,0.625532
3.0,3.0,0.01,29,0.987452,12.62,678.71,2093.1,0.766703,0.5354,0.998006,0.133455,48.51,314.9821,4.8039,2.685,1.355609,0.688138,0.650016
3.0,3.0,0.01,30,0.986911,12.54,678.07,2093.21,0.765992,0.533978,0.998007,0.135054,48.51,324.5907,4.8012,2.6851,1.401986,0.713794,0.674384
3.0,3.0,0.01,31,0.986374,12.45,677.44,2093.45,0.765298,0.532589,0.998008,0.136632,48.51,334.1944,4.7986,2.6852,1.448122,0.739335,0.69864
3.0,3.0,0.01,32,0.98584,12.37,676.8,2093.67,0.764621,0.531233,0.998009,0.138188,48.52,343.7931,4.796,2.6853,1.494024,0.764764,0.722785
3.0,3.0,0.01,33,0.985308,12.28,676.18,2093.79,0.763959,0.529909,0.99801,0.139721,48.52,353.3866,4.7934,2.6854,1.539693,0.790082,0.74682
3.0,3.0,0.01,34,0.98478,12.2,675.55,2094.11,0.763312,0.528613,0.998011,0.141236,48.52,362.975,4.7909,2.6855,1.585134,0.815291,0.770748
3.0,3.0,0.01,35,0.984254,12.12,674.93,2094.33,0.762679,0.527347,0.998012,0.142729,48.52,372.5582,4.7883,2.6856,1.630351,0.840393,0.794571
3.0,3.0,0.01,36,0.98373,12.04,674.3,2094.61,0.762061,0.526108,0.998013,0.144203,48.53,382.1363,4.7858,2.6857,1.675347,0.865389,0.818289
3.0,3.0,0.01,37,0.983209,11.97,673.68,2094.88,0.761455,0.524896,0.998014,0.145658,48.53,391.7093,4.7832,2.6858,1.720125,0.890281,0.841906
3.0,3.0,0.01,38,0.982691,11.89,673.06,2095.16,0.760862,0.52371,0.998014,0.147095,48.53,401.2773,4.7807,2.6859,1.764689,0.915071,0.865421
3.0,3.0,0.01,39,0.982175,11.82,672.44,2095.48,0.760282,0.522548,0.998015,0.148513,48.54,410.8401,4.7782,2.686,1.809042,0.93976,0.888837
3.0,3.0,0.01,40,0.981661,11.74,671.83,2095.79,0.759713,0.52141,0.998016,0.149914,48.54,420.3979,4.7757,2.6861,1.853186,0.964349,0.912155
3.0,3.0,0.01,41,0.98115,11.67,671.22,2096.13,0.759156,0.520295,0.998017,0.151297,48.54,429.9505,4.7732,2.6861,1.897126,0.988841,0.935378
3.0,3.0,0.01,42,0.980642,11.59,670.61,2096.48,0.75861,0.519202,0.998017,0.152664,48.54,439.4981,4.7707,2.6862,1.940864,1.013237,0.958505
3.0,3.0,0.01,43,0.980135,11.52,670.01,2096.83,0.758074,0.518131,0.998018,0.154014,48.55,449.0406,4.7683,2.6863,1.984403,1.037537,0.981539
3.0,3.0,0.01,44,0.979631,11.45,669.4,2097.2,0.757549,0.51708,0.998019,0.155348,48.55,458.5781,4.7658,2.6864,2.027745,1.061744,1.004481
3.0,3.0,0.01,45,0.97913,11.38,668.8,2097.57,0.757034,0.516049,0.998019,0.156666,48.55,468.1107,4.7634,2.6865,2.070895,1.085859,1.027332
3.0,3.0,0.01,46,0.97863,11.31,668.19,2097.95,0.756529,0.515038,0.99802,0.157968,48.55,477.6385,4.7609,2.6866,2.113853,1.109883,1.050094
3.0,3.0,0.01,47,0.978133,11.24,667.6,2098.35,0.756033,0.514045,0.99802,0.159256,48.56,487.1618,4.7585,2.6867,2.156624,1.133817,1.072768
3.0,3.0,0.01,48,0.977638,11.17,667.0,2098.74,0.755545,0.51307,0.998021,0.160529,48.56,496.6805,4.7561,2.6868,2.199209,1.157663,1.095354
3.0,3.0,0.01,49,0.977145,11.11,666.41,2099.13,0.755067,0.512113,0.998021,0.161787,48.56,506.1943,4.7537,2.6868,2.241611,1.181422,1.117855
3.0,3.0,0.01,50,0.976654,11.04,665.82,2099.52,0.754597,0.511173,0.998022,0.163032,48.56,515.7033,4.7513,2.6869,2.283833,1.205095,1.140272
3.0,3.0,0.01,51,0.976165,10.97,665.23,2099.71,0.754137,0.510252,0.998023,0.164259,48.57,525.2075,4.749,2.687,2.325876,1.228682,1.162605
3.0,3.0,0.01,52,0.975679,10.91,664.64,2100.14,0.753683,0.509344,0.998023,0.165476,48.43,534.7068,4.7466,2.6871,2.367743,1.252186,1.184855
3.0,3.0,0.01,53,0.975194,10.84,664.05,2100.36,0.753239,0.508453,0.998024,0.166677,48.43,544.2014,4.7442,2.6872,2.409437,1.275607,1.207024
3.0,3.0,0.01,54,0.974711,10.78,663.46,2100.71,0.752801,0.507577,0.998025,0.167867,48.44,553.6912,4.7419,2.6873,2.450959,1.298946,1.229113
3.0,3.0,0.01,55,0.97423,10.72,662.88,2100.99,0.752371,0.506716,0.998025,0.169043,48.44,563.1761,4.7395,2.6874,2.492311,1.322204,1.251122
3.0,3.0,0.01,56,0.973751,10.66,662.3,2101.29,0.751947,0.505869,0.998026,0.170207,48.44,572.6563,4.7372,2.6874,2.533496,1.345383,1.273054
3.0,3.0,0.01,57,0.973274,10.6,661.72,2101.61,0.751531,0.505035,0.998027,0.171359,48.44,582.1317,4.7349,2.6875,2.574517,1.368483,1.294908
3.0,3.0,0.01,58,0.972799,10.54,661.15,2101.84,0.751122,0.504216,0.998027,0.172498,48.45,591.6023,4.7326,2.6876,2.615374,1.391505,1.316685
3.0,3.0,0.01,59,0.972325,10.48,660.57,2102.09,0.750719,0.50341,0.998028,0.173625,48.45,601.0682,4.7303,2.6877,2.65607,1.414451,1.338387
3.0,3.0,0.01,60,0.971854,10.42,660.0,2102.33,0.750322,0.502616,0.998029,0.17474,48.45,610.5293,4.728,2.6878,2.696606,1.437321,1.360015
3.0,3.0,0.01,61,0.971384,10.36,659.44,2102.57,0.749932,0.501835,0.99803,0.175844,48.29,619.9857,4.7257,2.6879,2.736986,1.460115,1.381569
3.0,3.0,0.01,62,0.970916,10.3,658.87,2102.8,0.749548,0.501065,0.998031,0.176937,48.29,629.4374,4.7234,2.688,2.77721,1.482836,1.403051
3.0,3.0,0.01,63,0.97045,10.24,658.3,2103.02,0.74917,0.500308,0.998031,0.178019,48.29,638.8844,4.7212,2.688,2.817281,1.505484,1.424461
3.0,3.0,0.01,64,0.969986,10.19,657.73,2103.23,0.748797,0.499562,0.998032,0.17909,48.3,648.3267,4.7189,2.6881,2.857199,1.528059,1.4458
3.0,3.0,0.01,65,0.969523,10.13,657.17,2103.42,0.74843,0.498827,0.998033,0.18015,48.3,657.7644,4.7166,2.6882,2.896968,1.550563,1.467069
3.0,3.0,0.01,66,0.969062,10.08,656.61,2103.6,0.748069,0.498103,0.998034,0.1812,48.3,667.1976,4.7144,2.6883,2.936589,1.572996,1.488268
3.0,3.0,0.01,67,0.968603,10.02,656.06,2103.79,0.747712,0.49739,0.998035,0.18224,48.3,676.6261,4.7122,2.6884,2.976063,1.59536,1.509399
3.0,3.0,0.01,68,0.968146,9.97,655.5,2103.96,0.747361,0.496687,0.998036,0.18327,48.31,686.0501,4.7099,2.6884,3.015392,1.617654,1.530462
3.0,3.0,0.01,69,0.96769,9.91,654.95,2104.15,0.747015,0.495993,0.998036,0.184291,48.31,695.4695,4.7077,2.6885,3.054578,1.63988,1.551459
3.0,3.0,0.01,70,0.967236,9.86,654.4,2104.3,0.746674,0.49531,0.998037,0.185301,48.31,704.8845,4.7055,2.6886,3.093622,1.662039,1.572389
3.0,3.0,0.01,71,0.966783,9.81,653.85,2104.44,0.746337,0.494636,0.998038,0.186302,48.31,714.2949,4.7033,2.6887,3.132527,1.684131,1.593254
3.0,3.0,0.01,72,0.966333,9.75,653.3,2104.59,0.746005,0.493972,0.998039,0.187294,48.32,723.7008,4.7011,2.6888,3.171292,1.706157,1.614055
3.0,3.0,0.01,73,0.965883,9.7,652.75,2104.7,0.745678,0.493316,0.99804,0.188277,48.32,733.1023,4.6989,2.6888,3.209921,1.728118,1.634791
3.0,3.0,0.01,74,0.965436,9.65,652.21,2104.89,0.745355,0.492669,0.998041,0.189252,48.32,742.4994,4.6968,2.6889,3.248415,1.750015,1.655465
3.0,3.0,0.01,75,0.96499,9.6,651.66,2105.02,0.745036,0.492031,0.998042,0.190217,48.32,751.892,4.6946,2.689,3.286775,1.771848,1.676076
3.0,3.0,0.01,76,0.964545,9.55,651.12,2105.13,0.744722,0.491401,0.998043,0.191174,48.32,761.2803,4.6924,2.6891,3.325002,1.793617,1.696625
3.0,3.0,0.01,77,0.964102,9.5,650.58,2105.28,0.744412,0.49078,0.998043,0.192123,48.33,770.6644,4.6903,2.6892,3.363098,1.815325,1.717113
3.0,3.0,0.01,78,0.963661,9.45,650.04,2105.39,0.744105,0.490166,0.998044,0.193063,48.33,780.0441,4.6881,2.6892,3.401064,1.836971,1.73754
3.0,3.0,0.01,79,0.963221,9.4,649.5,2105.49,0.743803,0.48956,0.998045,0.193995,48.33,789.4199,4.686,2.6893,3.438903,1.858555,1.757908
3.0,3.0,0.01,80,0.962783,9.35,648.97,2105.6,0.743504,0.488962,0.998046,0.194919,48.33,798.7918,4.6839,2.6894,3.476614,1.88008,1.778217
3.0,3.0,0.01,81,0.962346,9.31,648.44,2105.7,0.74321,0.488372,0.998047,0.195835,48.34,808.16,4.6817,2.6895,3.5142,1.901544,1.798467
3.0,3.0,0.01,82,0.961911,9.26,647.9,2105.8,0.742918,0.487789,0.998048,0.196743,48.34,817.5245,4.6796,2.6896,3.551661,1.922949,1.818659
3.0,3.0,0.01,83,0.961477,9.21,647.37,2105.92,0.742631,0.487212,0.998049,0.197645,48.34,826.8855,4.6775,2.6896,3.589,1.944296,1.838795
3.0,3.0,0.01,84,0.961044,9.16,646.85,2105.98,0.742347,0.486644,0.99805,0.198538,48.34,836.2428,4.6754,2.6897,3.626216,1.965585,1.858873
3.0,3.0,0.01,85,0.960613,9.11,646.32,2106.1,0.742066,0.486081,0.998051,0.199424,48.35,845.596,4.6733,2.6898,3.663313,1.986817,1.878895
3.0,3.0,0.01,86,0.960184,9.07,645.8,2106.19,0.741789,0.485525,0.998052,0.200303,48.35,854.9453,4.6712,2.6899,3.70029,2.007992,1.898862
3.0,3.0,0.01,87,0.959755,9.02,645.27,2106.27,0.741515,0.484976,0.998053,0.201175,48.35,864.2904,4.6691,2.6899,3.737149,2.029111,1.918774
3.0,3.0,0.01,88,0.959328,8.98,644.75,2106.35,0.741244,0.484434,0.998054,0.20204,48.35,873.6313,4.667,2.69,3.773891,2.050174,1.938632
3.0,3.0,0.01,89,0.958903,8.94,644.23,2106.42,0.740976,0.483898,0.998055,0.202897,48.35,882.9682,4.665,2.6901,3.810517,2.071183,1.958435
3.0,3.0,0.01,90,0.958479,8.89,643.71,2106.52,0.740712,0.483367,0.998056,0.203749,48.36,892.3008,4.6629,2.6902,3.847029,2.092136,1.978186
3.0,3.0,0.01,91,0.958056,8.85,643.19,2106.54,0.74045,0.482844,0.998057,0.204593,48.36,901.6293,4.6609,2.6903,3.883428,2.113036,1.997883
3.0,3.0,0.01,92,0.957634,8.81,642.68,2106.64,0.740191,0.482325,0.998058,0.205431,48.36,910.9536,4.6588,2.6903,3.919714,2.133883,2.017529
3.0,3.0,0.01,93,0.957214,8.76,642.16,2106.71,0.739936,0.481813,0.998059,0.206263,48.36,920.2738,4.6568,2.6904,3.955888,2.154676,2.037123
3.0,3.0,0.01,94,0.956795,8.72,641.65,2106.77,0.739683,0.481306,0.998059,0.207088,48.37,929.5898,4.6547,2.6905,3.991953,2.175417,2.056665
3.0,3.0,0.01,95,0.956378,8.68,641.14,2106.9,0.739432,0.480805,0.99806,0.207908,48.37,938.9017,4.6527,2.6906,4.027908,2.196107,2.076157
3.0,3.0,0.01,96,0.955962,8.63,640.63,2106.95,0.739185,0.480309,0.998061,0.20872,48.37,948.2094,4.6507,2.6906,4.063756,2.216745,2.095599
3.0,3.0,0.01,97,0.955546,8.59,640.13,2106.96,0.738941,0.479819,0.998062,0.209526,48.37,957.513,4.6486,2.6907,4.099496,2.237332,2.11499
3.0,3.0,0.01,98,0.955132,8.55,639.62,2106.97,0.738699,0.479335,0.998063,0.210326,48.38,966.8125,4.6466,2.6908,4.13513,2.257868,2.134333
3.0,3.0,0.01,99,0.95472,8.51,639.12,2107.02,0.73846,0.478855,0.998064,0.21112,48.38,976.1078,4.6446,2.6909,4.170659,2.278355,2.153627
3.0,3.0,0.01,100,0.954309,8.47,638.62,2107.15,0.738222,0.478379,0.998065,0.211911,48.38,985.399,4.6426,2.6909,4.206084,2.298792,2.172872
3.0,3.0,0.01,101,0.953898,8.43,638.12,2107.17,0.737988,0.477909,0.998066,0.212694,48.38,994.6862,4.6406,2.691,4.241406,2.31918,2.19207
3.0,3.0,0.01,102,0.95349,8.39,637.62,2107.23,0.737756,0.477444,0.998067,0.213472,48.38,1003.9692,4.6386,2.6911,4.276625,2.33952,2.21122
3.0,3.0,0.01,103,0.953082,8.35,637.12,2107.28,0.737526,0.476984,0.998068,0.214244,48.39,1013.2481,4.6367,2.6912,4.311743,2.359811,2.230323
3.0,3.0,0.01,104,0.952675,8.31,636.63,2107.29,0.737299,0.476528,0.998069,0.21501,48.39,1022.523,4.6347,2.6912,4.346761,2.380055,2.24938
3.0,3.0,0.01,105,0.95227,8.27,636.13,2107.34,0.737074,0.476077,0.99807,0.215771,48.39,1031.7938,4.6327,2.6913,4.38168,2.400252,2.26839
3.0,3.0,0.01,106,0.951866,8.23,635.64,2107.35,0.736851,0.475631,0.998071,0.216527,48.39,1041.0606,4.6307,2.6914,4.416499,2.420401,2.287355
3.0,3.0,0.01,107,0.951462,8.19,635.15,2107.39,0.73663,0.475189,0.998072,0.217277,48.4,1050.3233,4.6288,2.6914,4.451221,2.440505,2.306274
3.0,3.0,0.01,108,0.951061,8.16,634.66,2107.46,0.736412,0.474751,0.998073,0.218024,48.4,1059.582,4.6268,2.6915,4.485846,2.460562,2.325149
3.0,3.0,0.01,109,0.95066,8.12,634.17,2107.5,0.736195,0.474317,0.998074,0.218764,48.4,1068.8367,4.6249,2.6916,4.520376,2.480574,2.343979
3.0,3.0,0.01,110,0.95026,8.08,633.69,2107.55,0.735981,0.473887,0.998075,0.2195,48.4,1078.0874,4.6229,2.6917,4.55481,2.50054,2.362765
3.0,3.0,0.01,111,0.949862,8.04,633.2,2107.63,0.735769,0.473462,0.998075,0.220231,48.4,1087.3341,4.621,2.6917,4.58915,2.520462,2.381508
3.0,3.0,0.01,112,0.949464,8.0,632.72,2107.6,0.735559,0.473041,0.998076,0.220956,48.41,1096.5769,4.6191,2.6918,4.623396,2.54034,2.400207
3.0,3.0,0.01,113,0.949068,7.97,632.24,2107.6,0.735351,0.472624,0.998077,0.221676,48.41,1105.8157,4.6171,2.6919,4.657549,2.560173,2.418863
3.0,3.0,0.01,114,0.948672,7.93,631.76,2107.69,0.735144,0.47221,0.998078,0.222393,48.41,1115.0507,4.6152,2.692,4.691611,2.579963,2.437476
3.0,3.0,0.01,115,0.948278,7.89,631.28,2107.67,0.73494,0.471801,0.998079,0.223104,48.41,1124.282,4.6133,2.692,4.725581,2.59971,2.456048
3.0,3.0,0.01,116,0.947885,7.86,630.8,2107.74,0.734737,0.471395,0.99808,0.223812,48.42,1133.5096,4.6114,2.6921,4.759461,2.619413,2.474577
3.0,3.0,0.01,117,0.947493,7.82,630.32,2107.86,0.734536,0.470992,0.998081,0.224516,48.42,1142.7335,4.6095,2.6922,4.793252,2.639075,2.493065
3.0,3.0,0.01,118,0.947102,7.79,629.85,2107.87,0.734338,0.470593,0.998082,0.225214,48.42,1151.9537,4.6076,2.6922,4.826954,2.658694,2.511513
3.0,3.0,0.01,119,0.946712,7.75,629.37,2107.9,0.734141,0.470198,0.998083,0.225908,48.42,1161.17,4.6057,2.6923,4.860568,2.678271,2.529919
3.0,3.0,0.01,120,0.946323,7.72,628.9,2107.92,0.733945,0.469807,0.998084,0.226597,48.42,1170.3825,4.6038,2.6924,4.894094,2.697807,2.548285
3.0,3.0,0.01,121,0.945935,7.68,628.43,2107.91,0.733752,0.469419,0.998085,0.227281,48.43,1179.5912,4.6019,2.6925,4.927534,2.717302,2.566611
3.0,3.0,0.01,122,0.945548,7.65,627.95,2107.99,0.73356,0.469034,0.998086,0.227963,48.43,1188.796,4.6,2.6925,4.960888,2.736756,2.584897
3.0,3.0,0.01,123,0.945162,7.62,627.49,2107.92,0.73337,0.468654,0.998087,0.228638,48.43,1197.997,4.5981,2.6926,4.994156,2.75617,2.603144
3.0,3.0,0.01,124,0.944777,7.58,627.02,2107.95,0.733182,0.468276,0.998088,0.22931,48.43,1207.1941,4.5963,2.6927,5.02734,2.775543,2.621352
3.0,3.0,0.01,125,0.944393,7.55,626.55,2107.97,0.732995,0.467901,0.998088,0.229978,48.44,1216.3874,4.5944,2.6927,5.06044,2.794877,2.639521
3.0,3.0,0.01,126,0.94401,7.51,626.09,2108.06,0.732809,0.467529,0.998089,0.230644,48.44,1225.5769,4.5925,2.6928,5.093457,2.814171,2.657651
3.0,3.0,0.01,127,0.943628,7.48,625.62,2108.0,0.732626,0.467162,0.99809,0.231303,48.44,1234.7626,4.5907,2.6929,5.126391,2.833426,2.675744
3.0,3.0,0.01,128,0.943247,7.45,625.16,2107.96,0.732444,0.466797,0.998091,0.231958,48.44,1243.9444,4.5888,2.693,5.159243,2.852642,2.693798
3.0,3.0,0.01,129,0.942867,7.41,624.7,2108.01,0.732263,0.466434,0.998092,0.232611,48.44,1253.1225,4.587,2.693,5.192015,2.87182,2.711815
3.0,3.0,0.01,130,0.942488,7.38,624.24,2108.14,0.732083,0.466074,0.998093,0.233262,48.45,1262.2968,4.5851,2.6931,5.224705,2.89096,2.729795
3.0,3.0,0.01,131,0.942109,7.35,623.78,2108.09,0.731906,0.465718,0.998094,0.233906,48.45,1271.4673,4.5833,2.6932,5.257316,2.910061,2.747738
3.0,3.0,0.01,132,0.941732,7.31,623.32,2108.13,0.73173,0.465364,0.998095,0.234548,48.45,1280.6341,4.5814,2.6932,5.289847,2.929125,2.765645
3.0,3.0,0.01,133,0.941355,7.28,622.86,2108.07,0.731555,0.465015,0.998096,0.235184,48.45,1289.7971,4.5796,2.6933,5.322299,2.948152,2.783515
3.0,3.0,0.01,134,0.94098,7.25,622.41,2108.08,0.731382,0.464667,0.998097,0.235818,48.46,1298.9565,4.5778,2.6934,5.354674,2.967142,2.801349
3.0,3.0,0.01,135,0.940606,7.22,621.95,2108.13,0.73121,0.464322,0.998098,0.236449,48.46,1308.1121,4.576,2.6934,5.386971,2.986095,2.819147
3.0,3.0,0.01,136,0.940232,7.19,621.49,2108.1,0.731039,0.46398,0.998099,0.237075,48.46,1317.2641,4.5741,2.6935,5.41919,3.005011,2.83691
3.0,3.0,0.01,137,0.939859,7.16,621.03,2108.14,0.73087,0.46364,0.998099,0.237699,48.46,1326.4124,4.5723,2.6936,5.451334,3.023892,2.854638
