Rate_Stage1(C),Rate_Stage2(C),Terminal_Current(C),Cycle,SOH(measured),Stage1_Time(s),Stage2_Time(s),Stage3_Time(s),Reward_Total,Reward_r_soh,Reward_r_time,Reward_delta_soh,Avg Temp(°C),Throughput(Ah),Discharge Cap(Ah),Terminal V(V),LLI(%),LAM_neg(%),LAM_pos(%)
0.5,0.5,0.01,1,0.996311,1440.0,4320.0,2112.13,0.734253,0.713061,0.755445,0.024288,26.25,43.6125,4.847,2.7684,0.024288,0.002306,0.0
0.5,0.5,0.01,2,0.995988,1440.0,4320.0,2111.18,0.734665,0.713709,0.755622,0.024112,26.25,53.3089,4.8454,2.7685,0.048399,0.004609,0.0
0.5,0.5,0.01,3,0.995668,1440.0,4320.0,2110.35,0.735058,0.714343,0.755774,0.02394,26.25,63.0021,4.8438,2.7685,0.07234,0.00691,0.0
0.5,0.5,0.01,4,0.99535,1440.0,4320.0,2109.57,0.735442,0.714967,0.755918,0.023773,26.25,72.6922,4.8423,2.7686,0.096113,0.009208,0.0
0.5,0.5,0.01,5,0.995034,1440.0,4320.0,2108.76,0.735825,0.715582,0.756068,0.023609,26.25,82.3792,4.8408,2.7687,0.119721,0.011504,0.0
0.5,0.5,0.01,6,0.994676,1440.0,4320.0,2107.94,0.720828,0.685437,0.756219,0.032809,26.25,92.0629,4.839,2.7688,0.147525,0.018158,0.004362
0.5,0.5,0.01,7,0.994146,1440.0,4320.0,2106.97,0.681774,0.60715,0.756398,0.071021,26.25,101.7421,4.8364,2.769,0.192475,0.042144,0.026061
0.5,0.5,0.01,8,0.993619,1440.0,4320.0,2105.2,0.680835,0.604947,0.756723,0.072479,26.25,111.4163,4.8339,2.7691,0.23712,0.065987,0.047619
0.5,0.5,0.01,9,0.993095,1440.0,4320.0,2103.37,0.679942,0.602823,0.757061,0.073909,26.25,121.0853,4.8313,2.7692,0.281466,0.089689,0.069042
0.5,0.5,0.01,10,0.992575,1440.0,4320.0,2101.57,0.679082,0.600773,0.757391,0.075312,26.25,130.7491,4.8288,2.7693,0.325518,0.113255,0.09033
