checkpoint,source,trace_role,voltage_v,dq_dv,ica
12,sim,low_rate_charge,2.7531034067361495,-0.19837827053740842,-0.19837827053740842
12,sim,low_rate_charge,2.759339986879528,-0.19739138067927842,-0.19739138067927842
12,sim,low_rate_charge,2.765576567022907,-0.19424249350089817,-0.19424249350089817
12,sim,low_rate_charge,2.7718131471662857,-0.19208049618064882,-0.19208049618064882
12,sim,low_rate_charge,2.7780497273096643,-0.19208049618064882,-0.19208049618064882
12,sim,low_rate_charge,2.784286307453043,-0.19208049618064882,-0.19208049618064882
12,sim,low_rate_charge,2.7905228875964214,-0.19208049618064926,-0.19208049618064926
12,sim,low_rate_charge,2.7967594677398004,-0.19208049618064837,-0.19208049618064837
12,sim,low_rate_charge,2.802996047883179,-0.19555382446492242,-0.19555382446492242
12,sim,low_rate_charge,2.8092326280265576,-0.20528472221956084,-0.20528472221956084
12,sim,low_rate_charge,2.815469208169936,-0.211542291689927,-0.211542291689927
12,sim,low_rate_charge,2.8217057883133148,-0.21154229168992744,-0.21154229168992744
12,sim,low_rate_charge,2.8279423684566933,-0.21154229168992744,-0.21154229168992744
12,sim,low_rate_charge,2.8341789486000724,-0.21154229168992655,-0.21154229168992655
12,sim,low_rate_charge,2.840415528743451,-0.21288663212962566,-0.21288663212962566
12,sim,low_rate_charge,2.8466521088868295,-0.2461135867777382,-0.2461135867777382
12,sim,low_rate_charge,2.852888689030208,-0.2779962009861512,-0.2779962009861512
12,sim,low_rate_charge,2.8591252691735867,-0.27799620098615074,-0.27799620098615074
12,sim,low_rate_charge,2.8653618493169652,-0.2779962009861512,-0.2779962009861512
12,sim,low_rate_charge,2.8715984294603443,-0.28752798899863574,-0.28752798899863574
12,sim,low_rate_charge,2.877835009603723,-0.3282777623965303,-0.3282777623965303
12,sim,low_rate_charge,2.8840715897471014,-0.35949574778194027,-0.35949574778194027
12,sim,low_rate_charge,2.89030816989048,-0.35949574778194027,-0.35949574778194027
12,sim,low_rate_charge,2.8965447500338586,-0.357248428856491,-0.357248428856491
12,sim,low_rate_charge,2.9027813301772376,-0.3529018414244476,-0.3529018414244476
12,sim,low_rate_charge,2.909017910320616,-0.3508025729178552,-0.3508025729178552
12,sim,low_rate_charge,2.9152544904639948,-0.3508025729178561,-0.3508025729178561
12,sim,low_rate_charge,2.9214910706073733,-0.3309436460713684,-0.3309436460713684
12,sim,low_rate_charge,2.927727650750752,-0.30289604846945295,-0.30289604846945295
12,sim,low_rate_charge,2.933964230894131,-0.2947073777140261,-0.2947073777140261
12,sim,low_rate_charge,2.9402008110375095,-0.294707377714027,-0.294707377714027
12,sim,low_rate_charge,2.946437391180888,-0.29614342564287544,-0.29614342564287544
12,sim,low_rate_charge,2.9526739713242667,-0.30439436152616306,-0.30439436152616306
12,sim,low_rate_charge,2.9589105514676453,-0.31120924948060225,-0.31120924948060225
12,sim,low_rate_charge,2.9651471316110243,-0.31120924948060225,-0.31120924948060225
12,sim,low_rate_charge,2.971383711754403,-0.31120924948060225,-0.31120924948060225
