Rate_Stage1(C),Rate_Stage2(C),Terminal_Current(C),Cycle,SOH(measured),Stage1_Time(s),Stage2_Time(s),Stage3_Time(s),Reward_Total,Reward_r_soh,Reward_r_time,Reward_delta_soh,Avg Temp(°C),Throughput(Ah),Discharge Cap(Ah),Terminal V(V),LLI(%),LAM_neg(%),LAM_pos(%)
0.1,0.1,0.01,1,0.996669,7200.0,21600.0,2039.01,0.346249,0.692498,0.0,0.030432,25.06,43.6207,4.8487,2.7684,0.030432,0.002321,0.0
0.1,0.1,0.01,2,0.996267,7200.0,21600.0,2037.85,0.346673,0.693346,0.0,0.030156,25.06,53.3246,4.8468,2.7685,0.060587,0.004639,0.0
0.1,0.1,0.01,3,0.995868,7200.0,21600.0,2036.77,0.347086,0.694172,0.0,0.029889,25.06,63.0245,4.8448,2.7686,0.090476,0.006953,0.0
0.1,0.1,0.01,4,0.99546,7200.0,21600.0,2035.69,0.343398,0.686797,0.0,0.03234,25.06,72.7204,4.8428,2.7687,0.121382,0.010542,0.001279
0.1,0.1,0.01,5,0.994747,7200.0,21600.0,2034.5,0.285191,0.570382,0.0,0.098878,25.06,82.4109,4.8394,2.7689,0.182539,0.044677,0.03311
0.1,0.1,0.01,6,0.99404,7200.0,21600.0,2032.0,0.283476,0.566951,0.0,0.10189,25.06,92.0944,4.8359,2.7691,0.243172,0.078548,0.064682
0.1,0.1,0.01,7,0.993339,7200.0,21600.0,2029.45,0.281844,0.563687,0.0,0.104829,25.06,101.771,4.8325,2.7692,0.303295,0.112161,0.096001
0.1,0.1,0.01,8,0.992643,7200.0,21600.0,2026.8,0.280288,0.560577,0.0,0.107696,25.06,111.4407,4.8291,2.7694,0.362918,0.145522,0.127073
0.1,0.1,0.01,9,0.991954,7200.0,21600.0,2024.27,0.278803,0.557606,0.0,0.110495,25.06,121.1037,4.8258,2.7695,0.422055,0.178638,0.157904
0.1,0.1,0.01,10,0.99127,7200.0,21600.0,2021.79,0.277383,0.554766,0.0,0.11323,25.06,130.7599,4.8224,2.7697,0.480718,0.211515,0.1885
0.1,0.1,0.01,11,0.990592,7200.0,21600.0,2019.18,0.276024,0.552048,0.0,0.1159,25.06,140.4094,4.8191,2.7699,0.538916,0.244157,0.218866
0.1,0.1,0.01,12,0.989919,7200.0,21600.0,2016.69,0.274721,0.549441,0.0,0.118511,25.06,150.0524,4.8159,2.77,0.596662,0.27657,0.249009
0.1,0.1,0.01,13,0.989251,7200.0,21600.0,2014.1,0.27347,0.54694,0.0,0.121063,25.06,159.6888,4.8126,2.7702,0.653965,0.30876,0.278931
0.1,0.1,0.01,14,0.988588,7200.0,21600.0,2011.57,0.272268,0.544537,0.0,0.12356,25.06,169.3187,4.8094,2.7703,0.710835,0.340732,0.30864
0.1,0.1,0.01,15,0.98793,7200.0,21600.0,2009.04,0.271113,0.542225,0.0,0.126002,25.06,178.9422,4.8062,2.7705,0.767283,0.37249,0.338139
0.1,0.1,0.01,16,0.987277,7200.0,21600.0,2006.52,0.27,0.539999,0.0,0.128393,25.06,188.5592,4.803,2.7706,0.823316,0.404038,0.367433
0.1,0.1,0.01,17,0.986629,7200.0,21600.0,2004.0,0.268927,0.537854,0.0,0.130733,25.06,198.1699,4.7999,2.7708,0.878944,0.435382,0.396527
0.1,0.1,0.01,18,0.985985,7200.0,21600.0,2001.47,0.267892,0.535785,0.0,0.133025,25.06,207.7742,4.7967,2.7709,0.934175,0.466525,0.425425
0.1,0.1,0.01,19,0.985346,7200.0,21600.0,1999.04,0.266893,0.533786,0.0,0.135271,25.05,217.3723,4.7936,2.7711,0.989018,0.497473,0.45413
0.1,0.1,0.01,20,0.984712,7200.0,21600.0,1996.49,0.265928,0.531856,0.0,0.13747,25.05,226.9641,4.7905,2.7712,1.043481,0.528227,0.482647
0.1,0.1,0.01,21,0.984082,7200.0,21600.0,1993.96,0.264995,0.52999,0.0,0.139627,25.05,236.5497,4.7875,2.7714,1.097571,0.558794,0.51098
0.1,0.1,0.01,22,0.983456,7200.0,21600.0,1991.42,0.264092,0.528184,0.0,0.141741,25.05,246.1292,4.7844,2.7715,1.151296,0.589176,0.539132
0.1,0.1,0.01,23,0.982834,7200.0,21600.0,1988.88,0.263217,0.526435,0.0,0.143814,25.05,255.7026,4.7814,2.7717,1.204663,0.619376,0.567107
0.1,0.1,0.01,24,0.982216,7200.0,21600.0,1986.36,0.26237,0.524739,0.0,0.145848,25.05,265.2699,4.7784,2.7718,1.257679,0.649399,0.594908
0.1,0.1,0.01,25,0.981603,7200.0,21600.0,1983.84,0.261548,0.523096,0.0,0.147843,25.05,274.8312,4.7754,2.772,1.31035,0.679248,0.622539
0.1,0.1,0.01,26,0.980994,7200.0,21600.0,1981.35,0.26075,0.521501,0.0,0.149802,25.05,284.3865,4.7724,2.7721,1.362684,0.708925,0.650003
0.1,0.1,0.01,27,0.980388,7200.0,21600.0,1979.08,0.259975,0.519951,0.0,0.151727,25.05,293.9359,4.7695,2.7723,1.414687,0.738436,0.677303
0.1,0.1,0.01,28,0.979787,7200.0,21600.0,1976.62,0.259223,0.518446,0.0,0.153615,25.05,303.4794,4.7666,2.7724,1.466365,0.767782,0.704443
0.1,0.1,0.01,29,0.979189,7200.0,21600.0,1974.23,0.258492,0.516983,0.0,0.155471,25.05,313.017,4.7637,2.7725,1.517723,0.796966,0.731425
