Rate_Stage1(C),Rate_Stage2(C),Terminal_Current(C),Cycle,SOH(measured),Stage1_Time(s),Stage2_Time(s),Stage3_Time(s),Reward_Total,Reward_r_soh,Reward_r_time,Reward_delta_soh,Avg Temp(°C),Throughput(Ah),Discharge Cap(Ah),Terminal V(V),LLI(%),LAM_neg(%),LAM_pos(%)
2.0,2.0,0.01,47,0.943555,4.79,995.44,3415.68,0.665134,0.340377,0.98989,0.583795,17.91,476.0507,4.5903,2.8317,4.301102,3.066901,2.859556
2.0,2.0,0.01,48,0.942676,4.75,993.92,3415.57,0.664504,0.3391,0.989907,0.588954,17.92,485.229,4.586,2.8319,4.379748,3.124133,2.91261
2.0,2.0,0.01,49,0.941802,4.72,992.43,3415.42,0.663889,0.337854,0.989924,0.594031,17.92,494.3988,4.5818,2.8321,4.457959,3.181074,2.965381
2.0,2.0,0.01,50,0.940933,4.68,991.04,3415.18,0.663288,0.336636,0.98994,0.599027,17.93,503.5599,4.5776,2.8324,4.535743,3.237727,3.017874
2.0,2.0,0.01,51,0.940068,4.64,989.68,3414.92,0.662701,0.335445,0.989957,0.603946,17.94,512.7126,4.5733,2.8326,4.613106,3.294099,3.070092
2.0,2.0,0.01,52,0.939208,4.61,988.34,3414.65,0.662128,0.334282,0.989973,0.608788,17.94,521.8569,4.5692,2.8328,4.690056,3.350192,3.122042
2.0,2.0,0.01,53,0.938353,4.57,986.98,3414.45,0.661566,0.333144,0.989989,0.613557,17.95,530.9929,4.565,2.833,4.766599,3.406013,3.173726
2.0,2.0,0.01,54,0.937502,4.54,985.6,3414.2,0.661018,0.332031,0.990005,0.618253,17.95,540.1206,4.5609,2.8332,4.842741,3.461564,3.22515
2.0,2.0,0.01,55,0.936655,4.5,984.18,3414.02,0.660482,0.330942,0.990022,0.622879,17.96,549.24,4.5567,2.8334,4.918489,3.516851,3.276317
2.0,2.0,0.01,56,0.935813,4.47,982.72,3413.86,0.659957,0.329876,0.990038,0.627435,17.97,558.3511,4.5526,2.8336,4.993849,3.571876,3.327232
2.0,2.0,0.01,57,0.934975,4.43,981.32,3413.68,0.659443,0.328833,0.990054,0.631926,17.97,567.454,4.5486,2.8338,5.068826,3.626645,3.377897
2.0,2.0,0.01,58,0.934141,4.4,980.01,3413.45,0.65894,0.32781,0.990069,0.636351,17.98,576.5489,4.5445,2.834,5.143426,3.681161,3.428318
2.0,2.0,0.01,59,0.933311,4.36,978.72,3413.11,0.658447,0.326809,0.990086,0.640711,17.99,585.6355,4.5405,2.8342,5.217656,3.735428,3.478498
2.0,2.0,0.01,60,0.932486,4.33,977.45,3412.86,0.657964,0.325828,0.990101,0.645011,17.99,594.7139,4.5365,2.8345,5.291519,3.789449,3.52844
2.0,2.0,0.01,61,0.931664,4.3,976.16,3412.58,0.657491,0.324866,0.990117,0.64925,18.0,603.7842,4.5325,2.8347,5.365023,3.843228,3.578149
2.0,2.0,0.01,62,0.930846,4.26,974.86,3412.33,0.657028,0.323923,0.990132,0.653429,18.0,612.8465,4.5285,2.8349,5.438171,3.896769,3.627626
2.0,2.0,0.01,63,0.930033,4.23,973.51,3412.07,0.656573,0.322999,0.990148,0.65755,18.01,621.9011,4.5245,2.8351,5.510969,3.950074,3.676877
2.0,2.0,0.01,64,0.929223,4.2,972.12,3411.95,0.656127,0.322091,0.990163,0.661617,18.02,630.9478,4.5206,2.8353,5.583422,4.003148,3.725903
2.0,2.0,0.01,65,0.928417,4.17,970.73,3411.79,0.65569,0.321201,0.990179,0.665627,18.02,639.9866,4.5167,2.8355,5.655535,4.055994,3.774709
2.0,2.0,0.01,66,0.927615,4.14,969.41,3411.54,0.655261,0.320328,0.990194,0.669583,18.03,649.0174,4.5128,2.8357,5.727312,4.108614,3.823298
2.0,2.0,0.01,67,0.926816,4.11,968.14,3411.26,0.65484,0.319471,0.990209,0.673487,18.04,658.0405,4.5089,2.8359,5.798758,4.161012,3.871671
2.0,2.0,0.01,68,0.926021,4.08,966.87,3410.99,0.654427,0.318629,0.990225,0.67734,18.04,667.0562,4.505,2.8361,5.869878,4.21319,3.919833
2.0,2.0,0.01,69,0.92523,4.05,965.61,3410.79,0.65402,0.317802,0.990239,0.681144,18.05,676.0642,4.5012,2.8363,5.940676,4.265153,3.967787
2.0,2.0,0.01,70,0.924442,4.02,964.34,3410.49,0.653622,0.31699,0.990254,0.684896,18.05,685.0645,4.4973,2.8365,6.011156,4.316902,4.015534
2.0,2.0,0.01,71,0.923658,3.99,963.05,3410.29,0.65323,0.316192,0.990269,0.688603,18.06,694.0572,4.4935,2.8367,6.081323,4.36844,4.063079
2.0,2.0,0.01,72,0.922877,3.96,961.73,3410.09,0.652846,0.315408,0.990284,0.69226,18.07,703.0423,4.4897,2.8369,6.151181,4.419771,4.110423
2.0,2.0,0.01,73,0.9221,3.93,960.38,3410.0,0.652467,0.314637,0.990298,0.695875,18.07,712.0199,4.4859,2.8371,6.220733,4.470897,4.15757
2.0,2.0,0.01,74,0.921326,3.9,959.05,3409.94,0.652095,0.313878,0.990312,0.699446,17.91,720.9898,4.4822,2.8373,6.289984,4.521821,4.204521
2.0,2.0,0.01,75,0.920555,3.87,957.79,3409.71,0.65173,0.313133,0.990326,0.70297,17.92,729.952,4.4784,2.8375,6.358938,4.572544,4.251281
2.0,2.0,0.01,76,0.919787,3.84,956.57,3409.4,0.651371,0.312401,0.990341,0.706449,17.93,738.9068,4.4747,2.8376,6.427597,4.623071,4.29785
2.0,2.0,0.01,77,0.919023,3.82,955.37,3409.19,0.651017,0.31168,0.990355,0.70989,17.93,747.8541,4.471,2.8378,6.495967,4.673403,4.344232
2.0,2.0,0.01,78,0.918262,3.79,954.16,3408.9,0.65067,0.310971,0.99037,0.713287,17.94,756.7941,4.4673,2.838,6.564051,4.723542,4.390428
2.0,2.0,0.01,79,0.917505,3.76,952.96,3408.68,0.650328,0.310273,0.990383,0.716646,17.94,765.7265,4.4636,2.8382,6.631852,4.773492,4.436442
2.0,2.0,0.01,80,0.91675,3.73,951.74,3408.44,0.649992,0.309586,0.990398,0.719964,17.95,774.6514,4.4599,2.8384,6.699373,4.823254,4.482276
2.0,2.0,0.01,81,0.915998,3.7,950.49,3408.22,0.649661,0.30891,0.990412,0.723245,17.95,783.569,4.4562,2.8386,6.766619,4.872831,4.527931
2.0,2.0,0.01,82,0.91525,3.67,949.21,3408.05,0.649335,0.308245,0.990426,0.726485,17.96,792.4794,4.4526,2.8388,6.833592,4.922224,4.57341
2.0,2.0,0.01,83,0.914504,3.65,947.9,3407.83,0.649015,0.30759,0.990441,0.729687,17.97,801.3825,4.449,2.839,6.900295,4.971437,4.618715
2.0,2.0,0.01,84,0.913762,3.62,946.63,3407.72,0.648699,0.306944,0.990454,0.732857,17.97,810.2782,4.4454,2.8392,6.966732,5.020471,4.663848
2.0,2.0,0.01,85,0.913022,3.59,945.41,3407.54,0.648388,0.306308,0.990467,0.73599,17.98,819.1664,4.4418,2.8394,7.032907,5.069328,4.708811
2.0,2.0,0.01,86,0.912285,3.57,944.21,3407.22,0.648082,0.305682,0.990482,0.739086,17.98,828.0476,4.4382,2.8396,7.098821,5.118011,4.753607
2.0,2.0,0.01,87,0.911552,3.55,943.02,3406.99,0.64778,0.305065,0.990495,0.742149,17.99,836.9219,4.4346,2.8398,7.164479,5.166521,4.798237
2.0,2.0,0.01,88,0.910821,3.52,941.83,3406.85,0.647482,0.304456,0.990508,0.745181,18.0,845.7893,4.4311,2.8399,7.229883,5.214861,4.842703
2.0,2.0,0.01,89,0.910093,3.5,940.63,3406.58,0.64719,0.303857,0.990522,0.748176,18.0,854.6496,4.4275,2.8401,7.295036,5.263033,4.887008
2.0,2.0,0.01,90,0.909367,3.47,939.42,3406.45,0.6469,0.303266,0.990535,0.751143,18.01,863.5027,4.424,2.8403,7.359941,5.311038,4.931152
2.0,2.0,0.01,91,0.908645,3.45,938.19,3406.26,0.646616,0.302683,0.990549,0.754075,18.01,872.349,4.4205,2.8405,7.424601,5.358878,4.975139
2.0,2.0,0.01,92,0.907925,3.42,936.93,3406.1,0.646336,0.302109,0.990562,0.756976,18.02,881.1884,4.417,2.8407,7.489018,5.406555,5.018969
2.0,2.0,0.01,93,0.907208,3.4,935.66,3406.03,0.646059,0.301543,0.990575,0.759848,18.03,890.0208,4.4135,2.8409,7.553195,5.454071,5.062645
2.0,2.0,0.01,94,0.906493,3.38,934.44,3405.83,0.645786,0.300984,0.990588,0.76269,18.03,898.8459,4.41,2.8411,7.617136,5.501428,5.106168
2.0,2.0,0.01,95,0.905781,3.35,933.26,3405.52,0.645518,0.300433,0.990603,0.765499,18.04,907.664,4.4065,2.8412,7.680841,5.548627,5.149539
2.0,2.0,0.01,96,0.905072,3.33,932.11,3405.44,0.645252,0.299889,0.990614,0.768285,18.04,916.4755,4.4031,2.8414,7.744315,5.59567,5.192762
2.0,2.0,0.01,97,0.904365,3.3,930.97,3405.16,0.64499,0.299352,0.990628,0.77104,18.05,925.2801,4.3997,2.8416,7.807559,5.64256,5.235837
2.0,2.0,0.01,98,0.903661,3.28,929.83,3404.97,0.644732,0.298823,0.99064,0.773767,18.05,934.0777,4.3962,2.8418,7.870576,5.689297,5.278765
2.0,2.0,0.01,99,0.902959,3.26,928.69,3404.7,0.644477,0.298301,0.990653,0.776467,18.06,942.8684,4.3928,2.842,7.933369,5.735883,5.321549
2.0,2.0,0.01,100,0.90226,3.23,927.55,3404.48,0.644226,0.297785,0.990666,0.77914,18.07,951.6521,4.3894,2.8422,7.995939,5.78232,5.364191
2.0,2.0,0.01,101,0.901563,3.21,926.38,3404.33,0.643977,0.297275,0.990679,0.781788,18.07,960.4292,4.386,2.8423,8.05829,5.828609,5.406691
2.0,2.0,0.01,102,0.900868,3.19,925.2,3404.15,0.643732,0.296773,0.990691,0.784408,18.08,969.1993,4.3826,2.8425,8.120423,5.874752,5.44905
2.0,2.0,0.01,103,0.900176,3.16,923.98,3404.02,0.64349,0.296277,0.990704,0.787004,18.08,977.9627,4.3793,2.8427,8.182341,5.920751,5.491272
2.0,2.0,0.01,104,0.899487,3.14,922.76,3403.87,0.643252,0.295786,0.990717,0.789575,18.09,986.7192,4.3759,2.8429,8.244046,5.966606,5.533357
2.0,2.0,0.01,105,0.8988,3.12,921.58,3403.69,0.643016,0.295302,0.99073,0.792121,18.1,995.4691,4.3726,2.8431,8.30554,6.01232,5.575306
2.0,2.0,0.01,106,0.898115,3.09,920.44,3403.44,0.642784,0.294824,0.990743,0.794641,18.1,1004.2123,4.3692,2.8433,8.366825,6.057894,5.617121
2.0,2.0,0.01,107,0.897432,3.07,919.3,3403.27,0.642553,0.294352,0.990755,0.797142,18.11,1012.9488,4.3659,2.8434,8.427904,6.103329,5.658803
2.0,2.0,0.01,108,0.896752,3.05,918.18,3403.09,0.642326,0.293885,0.990767,0.799619,18.11,1021.6787,4.3626,2.8436,8.488778,6.148627,5.700354
2.0,2.0,0.01,109,0.896074,3.02,917.05,3402.89,0.642101,0.293423,0.990779,0.802072,18.12,1030.4021,4.3593,2.8438,8.54945,6.193788,5.741775
2.0,2.0,0.01,110,0.895399,3.0,915.91,3402.73,0.641879,0.292967,0.990791,0.804505,18.12,1039.1191,4.356,2.844,8.609921,6.238816,5.783068
2.0,2.0,0.01,111,0.894725,2.98,914.76,3402.53,0.64166,0.292517,0.990804,0.806914,18.13,1047.8296,4.3528,2.8441,8.670195,6.28371,5.824233
2.0,2.0,0.01,112,0.894054,2.97,913.59,3402.51,0.641442,0.29207,0.990815,0.809307,18.14,1056.5335,4.3495,2.8443,8.730272,6.328472,5.865272
2.0,2.0,0.01,113,0.893385,2.95,912.41,3402.53,0.641227,0.291629,0.990826,0.81168,18.14,1065.231,4.3462,2.8445,8.790155,6.373104,5.906187
2.0,2.0,0.01,114,0.892718,2.93,911.2,3402.51,0.641015,0.291193,0.990837,0.81403,18.15,1073.9221,4.343,2.8447,8.849846,6.417607,5.946979
2.0,2.0,0.01,115,0.892054,2.91,910.0,3402.68,0.640803,0.29076,0.990846,0.816365,18.15,1082.6067,4.3398,2.8449,8.909347,6.461983,5.987649
2.0,2.0,0.01,116,0.891391,2.89,908.84,3402.73,0.640595,0.290333,0.990857,0.818677,18.16,1091.2846,4.3365,2.845,8.96866,6.506232,6.028198
2.0,2.0,0.01,117,0.890731,2.87,907.72,3402.82,0.640388,0.289911,0.990866,0.820973,18.17,1099.9562,4.3333,2.8452,9.027786,6.550355,6.068628
2.0,2.0,0.01,118,0.890073,2.85,906.62,3402.82,0.640185,0.289493,0.990876,0.823247,18.17,1108.6215,4.3301,2.8454,9.086728,6.594355,6.10894
2.0,2.0,0.01,119,0.889417,2.83,905.54,3402.96,0.639982,0.289079,0.990885,0.825507,18.18,1117.2802,4.3269,2.8456,9.145486,6.638232,6.149134
2.0,2.0,0.01,120,0.888763,2.81,904.45,3403.03,0.639782,0.28867,0.990894,0.827744,18.18,1125.9324,4.3238,2.8457,9.204064,6.681988,6.189213
2.0,2.0,0.01,121,0.888111,2.79,903.37,3403.15,0.639584,0.288264,0.990903,0.829965,18.19,1134.5782,4.3206,2.8459,9.262463,6.725623,6.229177
2.0,2.0,0.01,122,0.887461,2.77,902.29,3403.17,0.639388,0.287864,0.990913,0.832167,18.19,1143.2177,4.3174,2.8461,9.320683,6.769139,6.269027
2.0,2.0,0.01,123,0.886813,2.75,901.2,3403.45,0.639193,0.287466,0.99092,0.834357,18.2,1151.8508,4.3143,2.8462,9.378728,6.812537,6.308765
2.0,2.0,0.01,124,0.886167,2.73,900.1,3403.54,0.639002,0.287074,0.99093,0.83652,18.2,1160.4776,4.3111,2.8464,9.436598,6.855817,6.34839
2.0,2.0,0.01,125,0.885523,2.72,898.98,3403.85,0.638811,0.286685,0.990937,0.838674,18.04,1169.098,4.308,2.8466,9.494296,6.898982,6.387906
2.0,2.0,0.01,126,0.884881,2.7,897.85,3404.08,0.638623,0.2863,0.990945,0.840807,18.04,1177.7122,4.3049,2.8468,9.551823,6.942032,6.427312
2.0,2.0,0.01,127,0.884241,2.68,896.72,3404.31,0.638437,0.28592,0.990954,0.842924,18.05,1186.3201,4.3018,2.8469,9.60918,6.984968,6.46661
2.0,2.0,0.01,128,0.883602,2.66,895.63,3404.53,0.638252,0.285542,0.990961,0.845025,18.05,1194.9218,4.2986,2.8471,9.666368,7.027791,6.5058
2.0,2.0,0.01,129,0.882966,2.64,894.56,3404.57,0.63807,0.28517,0.990971,0.847104,18.06,1203.5172,4.2956,2.8473,9.72339,7.070502,6.544884
2.0,2.0,0.01,130,0.882332,2.62,893.52,3404.9,0.637889,0.2848,0.990977,0.849175,18.06,1212.1064,4.2925,2.8475,9.780247,7.113102,6.583862
2.0,2.0,0.01,131,0.881699,2.6,892.48,3405.09,0.63771,0.284434,0.990985,0.851226,18.07,1220.6896,4.2894,2.8476,9.83694,7.155593,6.622736
2.0,2.0,0.01,132,0.881068,2.58,891.46,3405.26,0.637532,0.284072,0.990993,0.853262,18.07,1229.2668,4.2863,2.8478,9.893471,7.197974,6.661506
