Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.01,1.0,0.991158,3.8,3.3,0.09,525.58,3373.99,0.647777,0.99994,0.119562,0.999882,0.037295,21.86,43.6065,4.8219,2.8204,0.037295,0.004675,0.0
0.01,2.0,0.990373,0.9,0.9,800.0,2176.89,3179.91,0.599761,0.999465,0.0,0.999877,0.141287,14.06,53.2483,4.8181,2.8207,0.121512,0.060221,0.050887
0.05,3.0,0.98097,0.1,3.6,7200.0,15.15,3000.73,0.211836,0.029685,0.0,0.999808,0.666047,12.85,62.8265,4.7723,2.8214,0.44296,0.292244,0.278365
0.01,4.0,0.985407,3.1,2.3,0.01,880.33,3434.12,0.598196,0.993426,0.00214,0.999845,0.261045,18.38,72.423,4.7939,2.8217,0.555316,0.372353,0.353857
0.02,5.0,0.983357,4.0,0.2,0.0,10800.0,3134.33,0.598993,0.997567,0.0,0.999829,0.213506,10.89,82.0117,4.7839,2.822,0.642999,0.434619,0.411553
0.05,6.0,0.976238,1.4,3.3,135.78,436.77,2628.5,0.680821,0.208935,0.993237,0.99976,0.563398,22.55,91.5236,4.7493,2.8225,0.85125,0.584665,0.557098
0.01,7.0,0.980432,3.1,3.1,0.01,560.69,3427.01,0.549763,0.821202,0.053303,0.999803,0.427404,20.1,101.0749,4.7697,2.8228,0.997168,0.689472,0.657338
0.02,8.0,0.977211,3.3,3.2,0.0,528.54,3069.32,0.705562,0.528774,0.735247,0.999771,0.494513,21.51,110.5933,4.754,2.8232,1.154382,0.802594,0.765934
0.1,9.0,0.961013,2.3,3.6,1.91,88.97,2531.51,0.599893,0.0,0.999979,0.999508,1.343964,24.89,119.9605,4.6752,2.8242,1.530493,1.075534,1.034568
0.1,10.0,0.959946,0.6,1.2,1200.0,1453.64,2089.51,0.591813,0.979763,2.9e-05,0.999482,0.315249,15.33,129.306,4.6701,2.8244,1.614155,1.135323,1.090048
0.05,11.0,0.967658,4.0,0.1,0.0,21600.0,2622.71,0.593042,0.982784,0.0,0.99964,0.307403,10.37,138.742,4.7076,2.8246,1.693678,1.192122,1.142465
0.02,12.0,0.970454,3.3,1.1,0.0,1963.64,3159.78,0.585411,0.963685,1e-06,0.999685,0.343879,15.45,148.1952,4.7212,2.8248,1.779957,1.253787,1.199671
0.01,13.0,0.96979,1.7,3.3,17.85,479.87,3423.99,0.241566,0.005857,0.09822,0.999675,0.744487,20.66,157.6434,4.7179,2.8253,1.954688,1.380122,1.321557
0.05,14.0,0.962731,0.3,2.4,2400.0,475.02,2653.26,0.283563,0.209134,0.0,0.999546,0.563341,15.41,167.0194,4.6836,2.8256,2.081614,1.471674,1.408743
0.1,15.0,0.953783,2.7,2.0,0.31,1038.83,2216.99,0.957141,0.904872,0.988327,0.999307,0.392735,20.31,176.3053,4.6401,2.8258,2.168331,1.533976,1.466773
0.1,16.0,0.952827,3.4,1.2,0.0,1800.0,2284.85,0.584138,0.939842,0.020867,0.999275,0.369108,16.84,185.5852,4.6354,2.826,2.248129,1.591254,1.519808
0.1,17.0,0.952613,3.4,0.5,0.0,4320.0,2336.96,0.584851,0.962494,0.0,0.999268,0.345475,12.78,194.869,4.6344,2.8262,2.321472,1.643837,1.56818
0.01,18.0,0.963865,2.6,3.3,0.47,482.49,3418.08,0.247585,0.001062,0.118116,0.99957,0.826009,20.8,204.2585,4.6891,2.8267,2.486611,1.76349,1.68345
0.02,19.0,0.958507,3.7,3.9,0.0,25.58,3410.79,0.573152,0.0,0.933158,0.999446,1.914055,22.19,213.6032,4.6631,2.8275,2.838821,2.020117,1.93585
0.1,20.0,0.945979,3.3,0.6,0.0,3600.0,2324.1,0.564736,0.912342,0.0,0.998998,0.388449,13.43,222.821,4.6021,2.8277,2.909273,2.070733,1.982306
0.02,21.0,0.954234,2.6,3.6,0.44,68.06,3368.32,0.573017,0.0,0.93288,0.999322,1.900138,21.76,232.1265,4.6423,2.8285,3.225542,2.301394,2.208769
0.1,22.0,0.941162,1.7,1.1,15.61,1963.64,2250.72,0.519659,0.794808,0.004968,0.998742,0.435517,16.26,241.2922,4.5787,2.8287,3.297432,2.353198,2.256434
0.02,23.0,0.950092,3.4,3.6,0.0,63.72,3368.21,0.574184,0.0,0.935873,0.999175,1.984206,22.12,250.5608,4.6221,2.8295,3.600255,2.57432,2.473397
0.02,24.0,0.949729,2.3,0.3,1.44,7200.0,3106.72,0.514828,0.787489,0.0,0.999161,0.437626,11.39,259.8178,4.6203,2.8297,3.667163,2.622538,2.517369
0.01,25.0,0.950077,2.1,1.6,3.36,1350.0,3396.18,0.364744,0.412244,2.8e-05,0.999174,0.51689,16.69,269.0673,4.622,2.8299,3.744519,2.678423,2.568966
0.1,26.0,0.935141,0.5,2.4,1440.0,446.86,2261.51,0.207468,0.008341,0.011165,0.998328,0.727536,17.51,278.1739,4.5494,2.8302,3.849871,2.754995,2.64145
0.1,27.0,0.934216,2.9,1.4,0.06,1542.86,2211.66,0.569767,0.558436,0.366856,0.998254,0.488818,17.77,287.2705,4.5449,2.8304,3.920516,2.806145,2.688512
0.01,28.0,0.947531,3.2,0.4,0.0,5400.0,3478.4,0.461755,0.654854,0.0,0.999069,0.469503,11.91,296.5051,4.6097,2.8305,3.98778,2.854769,2.7329
0.1,29.0,0.932274,0.9,2.8,716.84,348.95,2271.61,0.589343,0.000246,0.974069,0.998086,0.89574,20.34,305.5846,4.5354,2.8309,4.110694,2.94432,2.81839
0.01,30.0,0.945792,1.2,0.1,273.46,21600.0,3100.01,0.406484,0.516717,0.0,0.998989,0.496815,10.42,314.8009,4.6012,2.8311,4.17925,2.993899,2.863771
0.1,31.0,0.930566,3.6,2.0,0.0,1000.49,2200.26,0.714574,0.294216,0.993257,0.997925,0.541666,20.76,323.8608,4.5271,2.8313,4.252637,3.047108,2.912912
0.1,32.0,0.930349,2.4,0.6,0.86,3600.0,2294.76,0.464422,0.662104,0.0,0.997904,0.467967,13.35,332.9255,4.5261,2.8314,4.315654,3.09278,2.95456
0.01,33.0,0.94304,2.0,0.6,4.71,3600.0,3481.77,0.395254,0.488711,0.0,0.998849,0.502151,12.89,342.1137,4.5878,2.8316,4.382467,3.141182,2.998765
0.1,34.0,0.929159,1.5,0.4,30.83,5400.0,2259.66,0.490364,0.727019,0.0,0.997783,0.453355,12.09,351.1682,4.5203,2.8318,4.442307,3.184518,3.038099
0.1,35.0,0.927581,0.1,2.0,7200.0,607.94,2213.41,0.214622,0.037748,0.0,0.997611,0.654206,12.63,360.1995,4.5126,2.832,4.526201,3.245601,3.095179
0.01,36.0,0.94037,1.1,2.3,397.74,618.54,3425.24,0.213084,0.032761,0.000602,0.998694,0.661201,17.97,369.3561,4.5748,2.8323,4.609918,3.306542,3.15193
0.1,37.0,0.926996,3.0,0.2,0.0,10800.0,2245.01,0.475722,0.690532,0.0,0.997544,0.461781,10.84,378.3927,4.5098,2.8324,4.66851,3.349049,3.190478
0.05,38.0,0.932743,3.7,3.0,0.0,543.35,2580.86,0.598655,0.000723,0.996852,0.998128,0.844361,22.93,387.4768,4.5377,2.8327,4.771793,3.424454,3.261782
0.01,39.0,0.936743,0.6,3.5,1200.0,8.67,3780.2,0.199691,0.0,3e-06,0.99845,1.404431,16.53,396.6156,4.5572,2.8331,4.937716,3.545956,3.379219
0.1,40.0,0.922126,3.3,2.3,0.0,810.56,2200.09,0.626163,0.067966,0.998987,0.99691,0.624684,22.0,405.5935,4.4861,2.8333,5.011725,3.599949,3.429218
0.01,41.0,0.935253,3.5,0.8,0.0,2700.0,3468.63,0.3002,0.251332,0.0,0.998337,0.551977,13.92,414.7033,4.5499,2.8335,5.076915,3.647392,3.472535
0.01,42.0,0.934247,1.8,2.5,9.3,708.28,3405.21,0.210477,0.012692,0.014372,0.998256,0.707334,19.16,423.8001,4.545,2.8337,5.158634,3.707035,3.528042
0.1,43.0,0.918818,1.0,3.8,526.09,6.66,2549.8,0.598447,0.0,0.997922,0.996389,1.440714,21.23,432.7578,4.47,2.8342,5.3185,3.824364,3.641492
0.1,44.0,0.916042,1.7,3.7,13.02,21.18,2557.9,0.599171,0.0,0.999985,0.995884,2.440405,24.66,441.6789,4.4565,2.8349,5.578534,4.015602,3.828989
0.01,45.0,0.929117,3.7,0.5,0.0,4320.0,3458.75,0.298271,0.246787,0.0,0.997778,0.553134,12.43,450.7317,4.5201,2.835,5.638547,4.059337,3.868657
0.01,46.0,0.927455,1.9,3.2,6.1,465.2,3396.03,0.262717,0.0,0.157994,0.997597,1.241731,20.57,459.7649,4.512,2.8354,5.767572,4.154024,3.959318
0.01,47.0,0.926441,3.7,2.9,0.0,558.79,3395.1,0.228838,0.000184,0.073171,0.997479,0.909564,20.42,468.7867,4.5071,2.8356,5.861401,4.222824,4.024061
0.02,48.0,0.924698,0.5,0.4,1440.0,5400.0,2077.42,0.37478,0.438318,0.0,0.997263,0.511809,11.71,477.7872,4.4986,2.8358,5.914985,4.261934,4.059145
0.05,49.0,0.91946,1.5,0.8,26.07,2700.0,2593.34,0.281364,0.205163,0.0,0.996496,0.564492,14.38,486.7418,4.4731,2.836,5.973305,4.304541,4.097784
