Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.05,1.0,0.985456,3.0,3.1,1.68,583.81,2562.96,0.998343,0.999942,0.995992,0.999845,0.035556,24.46,43.5518,4.7942,2.8204,0.035556,0.004593,0.0
0.02,2.0,0.988854,2.3,1.3,2.16,1661.54,3172.26,0.599744,0.999415,1.2e-05,0.999868,0.145527,16.07,53.1839,4.8107,2.8207,0.122747,0.061188,0.051959
0.1,3.0,0.971075,3.1,4.0,0.02,30.18,2591.51,0.599932,4e-06,0.999979,0.999694,1.094077,24.8,62.6704,4.7242,2.8219,0.618012,0.419816,0.406146
0.05,4.0,0.978089,0.1,1.1,7200.0,1667.73,2421.39,0.598517,0.996403,0.0,0.99978,0.232192,11.83,72.1929,4.7583,2.8221,0.709534,0.484866,0.466688
0.05,5.0,0.977789,1.4,0.1,135.11,21600.0,2512.73,0.59871,0.996887,0.0,0.999777,0.225285,10.42,81.7252,4.7569,2.8223,0.794655,0.545323,0.522654
0.02,6.0,0.980241,0.4,1.7,1800.0,889.01,3055.68,0.595022,0.987655,0.0,0.999802,0.291331,14.86,91.2699,4.7688,2.8226,0.898925,0.619687,0.592464
0.05,7.0,0.974837,1.8,1.5,13.46,1440.0,2653.93,0.603094,0.991137,0.016727,0.999744,0.275382,17.4,100.7635,4.7425,2.8228,0.993268,0.686955,0.655247
0.1,8.0,0.965895,0.9,1.0,800.0,1871.82,2020.31,0.597509,0.993918,4.9e-05,0.999609,0.25732,15.36,110.1669,4.699,2.8231,1.078213,0.747473,0.711408
0.01,9.0,0.978584,2.9,1.5,0.13,1440.0,3476.16,0.593476,0.983792,5e-06,0.999786,0.30448,16.33,119.6977,4.7607,2.8233,1.174514,0.816248,0.775638
0.02,10.0,0.976103,2.9,1.4,0.13,1542.86,3135.88,0.593211,0.983091,5.6e-05,0.999759,0.30653,16.4,129.2044,4.7487,2.8235,1.267821,0.882868,0.837747
0.02,11.0,0.974763,3.5,2.6,0.0,727.59,3070.95,0.680515,0.929586,0.271828,0.999743,0.377126,20.27,138.6979,4.7421,2.8238,1.377312,0.961366,0.911742
0.1,12.0,0.96074,2.4,3.3,1.21,493.45,2231.66,0.624992,0.06279,0.999941,0.999501,0.62872,24.39,148.0569,4.6739,2.8243,1.547828,1.08452,1.030564
0.1,13.0,0.959681,3.4,1.1,0.0,1963.64,2312.46,0.592688,0.978843,0.003138,0.999476,0.317408,16.34,157.4052,4.6688,2.8245,1.631825,1.144614,1.08636
0.05,14.0,0.964958,0.4,3.1,1800.0,28.85,2980.27,0.199932,1.9e-05,1.5e-05,0.999591,1.01687,16.55,166.8048,4.6944,2.8251,1.878487,1.323441,1.260842
0.02,15.0,0.968427,3.4,0.8,0.0,2700.0,3175.35,0.583862,0.959827,0.0,0.999653,0.348878,14.12,176.2406,4.7113,2.8253,1.961137,1.382587,1.315557
0.01,16.0,0.968328,2.3,3.0,1.74,575.77,3416.85,0.32475,0.262009,0.050041,0.999652,0.549312,20.06,185.6715,4.7108,2.8256,2.08515,1.472002,1.40053
0.01,17.0,0.966054,0.8,3.3,900.0,19.54,3770.49,0.199953,2.6e-05,5e-05,0.999612,1.002629,17.41,195.087,4.6998,2.8262,2.297389,1.625936,1.550085
0.05,18.0,0.959407,1.8,1.2,11.9,1800.0,2658.74,0.566452,0.915945,0.00045,0.999469,0.386262,16.23,204.4307,4.6674,2.8264,2.37799,1.68377,1.603585
0.01,19.0,0.963226,3.1,3.3,0.0,482.27,3417.82,0.247883,0.00082,0.119109,0.999557,0.83836,21.12,213.814,4.686,2.8268,2.54309,1.80344,1.718883
0.01,20.0,0.962386,2.1,1.8,3.79,1186.23,3406.16,0.504227,0.76067,0.000128,0.999539,0.444935,17.28,223.1844,4.6819,2.827,2.629548,1.865655,1.776704
0.1,21.0,0.947588,0.7,2.1,1028.57,599.68,2245.36,0.478172,0.54608,0.149814,0.999071,0.491198,17.9,232.4108,4.6099,2.8273,2.722326,1.932608,1.839456
0.01,22.0,0.960443,1.2,1.5,314.7,1261.54,3374.39,0.501198,0.753245,4e-06,0.999494,0.446857,16.34,241.7612,4.6725,2.8275,2.805387,1.99243,1.894906
0.05,23.0,0.953618,1.5,2.3,38.13,818.69,2602.75,0.793765,0.567599,0.917163,0.999302,0.487045,20.31,251.047,4.6393,2.8277,2.893693,2.056154,1.954337
0.01,24.0,0.957014,0.3,3.4,2400.0,14.25,3801.47,0.199881,0.0,0.0,0.999405,1.285361,14.95,260.3869,4.6558,2.8283,3.112727,2.215601,2.109529
0.01,25.0,0.95656,2.6,0.2,0.42,10800.0,3438.94,0.545858,0.864948,0.0,0.999392,0.411571,10.83,269.7128,4.6536,2.8285,3.18293,2.266117,2.155734
0.01,26.0,0.955412,2.1,1.0,3.54,2160.0,3486.77,0.486038,0.715415,0.0,0.999358,0.456103,14.63,279.0185,4.648,2.8287,3.25917,2.321032,2.206333
0.01,27.0,0.9547,3.1,0.5,0.0,4320.0,3503.28,0.51938,0.798781,0.0,0.999337,0.434348,12.43,288.3222,4.6445,2.8289,3.33076,2.372619,2.253625
0.1,28.0,0.94061,2.5,0.5,0.63,4320.0,2315.59,0.547663,0.869803,0.0,0.998709,0.409561,12.72,297.4883,4.576,2.8291,3.397335,2.420598,2.297504
0.05,29.0,0.946071,1.5,3.3,35.16,453.31,2596.56,0.59895,3e-06,0.99787,0.999002,1.100134,23.03,306.7048,4.6026,2.8295,3.566284,2.543689,2.416423
0.05,30.0,0.945893,3.8,0.2,0.0,10800.0,2628.31,0.536646,0.842119,0.0,0.998994,0.420282,10.85,315.9261,4.6017,2.8297,3.631322,2.590628,2.459194
0.01,31.0,0.950447,3.1,0.9,0.0,2400.0,3488.62,0.441468,0.604075,0.0,0.999189,0.479882,14.32,325.1845,4.6238,2.8299,3.704238,2.643285,2.507587
0.01,32.0,0.949684,2.4,0.7,0.93,3085.71,3498.28,0.454977,0.637864,0.0,0.999159,0.473043,13.37,334.4372,4.6201,2.8301,3.775141,2.694518,2.554569
0.1,33.0,0.93492,3.9,2.6,0.0,692.69,2212.61,0.645628,0.115269,0.999646,0.998311,0.597048,23.01,343.5408,4.5483,2.8303,3.862213,2.757757,2.613708
0.05,34.0,0.942036,1.7,1.1,14.85,1963.64,2625.44,0.430953,0.577868,0.000119,0.998793,0.485046,15.87,352.7147,4.5829,2.8305,3.93257,2.808713,2.660497
0.05,35.0,0.940089,0.9,3.8,719.45,5.91,2945.18,0.428985,0.0,0.573125,0.998677,1.276985,19.34,361.888,4.5734,2.831,4.108153,2.936961,2.784665
0.05,36.0,0.937933,3.1,3.4,0.0,431.26,2595.75,0.59923,0.0,0.998807,0.998535,1.437224,23.87,371.0261,4.563,2.8315,4.298607,3.076225,2.919874
0.1,37.0,0.929144,3.2,2.5,0.0,726.79,2207.64,0.630949,0.078956,0.999527,0.997781,0.616982,22.63,380.0736,4.5202,2.8317,4.380113,3.135568,2.975168
0.01,38.0,0.942248,2.0,0.6,4.69,3600.0,3480.99,0.392738,0.482444,0.0,0.998805,0.503345,12.89,389.254,4.584,2.8319,4.446484,3.183724,3.019143
0.05,39.0,0.936186,0.5,0.3,1440.0,7200.0,1716.44,0.529271,0.823973,0.0,0.998409,0.4265,11.24,398.3676,4.5545,2.832,4.502595,3.224343,3.055668
0.01,40.0,0.940568,1.2,2.3,263.18,675.64,3422.17,0.217647,0.043419,0.001345,0.998706,0.647261,18.23,407.5254,4.5758,2.8323,4.585185,3.284442,3.111584
0.1,41.0,0.927745,3.8,0.1,0.0,21600.0,2224.16,0.443641,0.610287,0.0,0.99763,0.478642,10.33,416.5702,4.5134,2.8324,4.646192,3.328727,3.151931
0.05,42.0,0.932249,0.6,3.0,1200.0,27.04,2945.17,0.203144,0.0,0.008818,0.998084,1.367255,17.67,425.6546,4.5353,2.8329,4.811601,3.449812,3.269023
0.05,43.0,0.92991,1.2,4.0,256.16,6.43,2938.06,0.596877,0.0,0.993264,0.99786,1.805717,21.71,434.7376,4.5239,2.8334,5.022205,3.604292,3.419573
