Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.05,1.0,0.985087,1.5,3.6,302.05,301.45,2620.3,0.996515,0.999843,0.991524,0.999842,0.082774,24.18,43.55,4.7924,2.8205,0.065213,0.021081,0.016486
0.02,2.0,0.987012,0.8,2.9,900.0,343.64,3153.92,0.545799,0.863635,0.000934,0.999856,0.412104,18.06,53.1672,4.8017,2.821,0.280979,0.176204,0.16698
0.02,3.0,0.986042,1.6,1.0,31.79,2160.0,3175.51,0.599144,0.997936,0.0,0.999849,0.205668,14.94,62.7736,4.797,2.8213,0.379745,0.246337,0.232507
0.1,4.0,0.972571,1.4,1.6,140.12,1321.09,2195.82,0.841184,0.997288,0.605815,0.999715,0.218695,18.44,72.2431,4.7315,2.8215,0.478347,0.316499,0.298234
0.01,5.0,0.985026,3.0,2.2,0.07,935.88,3433.15,0.597792,0.993319,0.00124,0.999842,0.261819,18.22,81.8355,4.7921,2.8218,0.58902,0.395456,0.372582
0.02,6.0,0.9826,2.7,1.1,0.38,1963.64,3185.35,0.59819,0.995563,1e-06,0.999823,0.242227,15.27,91.4078,4.7803,2.8221,0.686176,0.464595,0.437149
0.05,7.0,0.975232,0.7,3.8,1028.57,7.79,2985.51,0.217263,0.004814,0.03847,0.999749,0.753876,18.36,100.9286,4.7444,2.8227,0.953876,0.658002,0.626082
0.05,8.0,0.970485,3.6,3.7,0.0,58.01,2936.46,0.599592,0.0,0.999138,0.999685,1.382294,24.08,110.3977,4.7213,2.8238,1.370194,0.95999,0.923664
0.1,9.0,0.960916,2.7,3.3,0.34,495.43,2229.05,0.63128,0.078507,0.999942,0.999505,0.617277,24.38,119.7588,4.6748,2.8242,1.537514,1.080757,1.040081
0.05,1.0,0.986115,1.9,0.2,107.26,10800.0,2585.35,0.599949,0.999948,0.0,0.99985,0.030387,11.63,43.5675,4.7974,2.8204,0.030387,0.004572,0.0
0.01,2.0,0.990553,2.3,1.0,2.16,2160.0,3558.06,0.599856,0.999701,0.0,0.999878,0.113633,14.61,53.2176,4.819,2.8206,0.10282,0.046592,0.037358
0.05,3.0,0.983366,1.0,2.2,658.65,630.68,2642.55,0.634649,0.997132,0.089577,0.999829,0.221368,18.46,62.7937,4.784,2.8209,0.22177,0.131349,0.117549
0.05,4.0,0.980261,0.5,2.9,1440.0,74.35,2948.57,0.236424,0.090674,0.000486,0.999802,0.609783,17.3,72.3463,4.7689,2.8216,0.501912,0.333439,0.315104
0.1,5.0,0.97114,2.6,2.5,0.58,780.18,2240.05,0.996542,0.99263,0.998878,0.999695,0.266525,21.78,81.8032,4.7245,2.8219,0.61285,0.412667,0.389897
