Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.02,1.0,0.989626,2.2,3.9,28.1,364.69,3021.88,0.978143,0.999934,0.945488,0.999873,0.041866,23.86,43.5934,4.8144,2.8204,0.041866,0.004654,0.0
0.02,2.0,0.987671,3.7,3.2,0.0,540.95,3078.36,0.868613,0.980153,0.691449,0.99986,0.314301,21.41,53.2161,4.8049,2.8209,0.213328,0.127016,0.117725
0.01,3.0,0.987843,1.0,2.3,655.81,585.62,3457.95,0.59788,0.994725,4.6e-05,0.999862,0.250503,17.3,62.8364,4.8058,2.8212,0.337231,0.21542,0.20149
0.01,4.0,0.986337,2.1,2.8,4.72,658.54,3436.73,0.602795,0.989074,0.017988,0.999851,0.285447,19.63,72.4434,4.7984,2.8215,0.467114,0.308242,0.289686
0.05,5.0,0.977336,0.2,3.2,3600.0,29.72,2990.8,0.201423,0.003671,0.0,0.999772,0.766841,14.55,81.9763,4.7547,2.8223,0.768861,0.526258,0.503203
0.1,6.0,0.968317,1.3,1.3,242.96,1635.53,2131.7,0.615092,0.994879,0.043026,0.999651,0.249081,17.2,91.4035,4.7108,2.8225,0.859839,0.591042,0.563597
0.02,7.0,0.9791,3.5,2.9,0.0,622.17,3071.16,0.782042,0.938543,0.516666,0.999791,0.370191,20.98,100.9394,4.7632,2.8228,0.98675,0.68204,0.650047
0.01,8.0,0.979358,3.5,2.5,0.0,774.16,3429.49,0.589263,0.966806,0.006455,0.999793,0.339447,19.11,110.4764,4.7645,2.8231,1.097502,0.761306,0.724755
0.1,9.0,0.963474,3.8,3.4,0.0,470.13,2234.59,0.607815,0.019804,0.999952,0.999562,0.685803,25.34,119.865,4.6872,2.8236,1.302857,0.909666,0.868757
0.05,10.0,0.970013,3.8,2.8,0.0,650.52,2608.51,0.950646,0.888789,0.987987,0.999678,0.401027,21.97,129.3122,4.719,2.8239,1.417108,0.991696,0.946337
0.02,11.0,0.973374,3.0,1.8,0.05,1200.0,3069.41,0.587462,0.965439,0.003353,0.999726,0.341435,17.68,138.7896,4.7354,2.8242,1.511325,1.059124,1.009275
0.02,12.0,0.972397,2.3,1.4,1.83,1542.86,3125.57,0.587206,0.968098,6.1e-05,0.999713,0.337492,16.4,148.2601,4.7306,2.8244,1.601541,1.123651,1.069325
0.02,13.0,0.970611,0.9,2.8,799.53,352.95,3135.24,0.234849,0.084485,0.002795,0.999687,0.613472,18.2,157.7141,4.7219,2.8248,1.755746,1.234921,1.176146
0.01,14.0,0.971674,1.2,0.2,341.04,10800.0,3130.35,0.594073,0.985332,0.0,0.999703,0.299651,10.97,167.1812,4.7271,2.825,1.830172,1.288033,1.224796
0.01,15.0,0.970558,2.1,0.4,4.07,5400.0,3512.34,0.589002,0.972662,0.0,0.999686,0.329917,11.9,176.6418,4.7217,2.8252,1.90984,1.34495,1.277263
0.02,16.0,0.968031,2.4,1.0,1.14,2160.0,3162.96,0.580462,0.951331,0.0,0.999647,0.358437,14.92,186.0721,4.7094,2.8254,1.993926,1.405142,1.333027
0.01,17.0,0.968987,2.3,0.1,1.73,21600.0,3412.71,0.584233,0.960751,0.0,0.999662,0.347724,10.37,195.5208,4.714,2.8256,2.073626,1.46221,1.385662
0.1,18.0,0.95377,1.2,2.2,332.82,724.05,2233.29,0.934998,0.854169,0.983671,0.999307,0.415825,20.15,204.808,4.64,2.8259,2.16574,1.528412,1.447598
0.1,19.0,0.952673,0.8,2.2,900.0,562.66,2254.37,0.662579,0.699292,0.45752,0.99927,0.459813,18.59,214.0841,4.6347,2.8261,2.264411,1.599531,1.514472
0.02,20.0,0.964174,1.8,0.6,11.96,3600.0,3154.96,0.576854,0.942348,0.0,0.999576,0.366955,13.05,223.4791,4.6906,2.8263,2.342093,1.655262,1.565825
0.05,21.0,0.959661,0.8,0.2,900.0,10800.0,1842.76,0.590624,0.976821,0.0,0.999475,0.321854,10.94,232.824,4.6687,2.8265,2.409332,1.70337,1.609625
0.1,22.0,0.948709,0.6,3.3,1200.0,19.97,2586.73,0.302217,2e-06,0.255979,0.999119,1.115048,18.36,242.0791,4.6154,2.8271,2.624846,1.859979,1.762084
0.05,23.0,0.955654,3.9,1.9,0.0,1104.63,2595.06,0.709397,0.773034,0.500776,0.999366,0.441642,19.27,251.3834,4.6492,2.8273,2.709056,1.920646,1.818445
0.02,24.0,0.959161,3.1,1.0,0.0,2160.0,3145.22,0.538044,0.84538,0.0,0.999463,0.419104,15.02,260.7264,4.6662,2.8275,2.787616,1.977178,1.870638
0.1,25.0,0.946914,0.9,0.4,757.18,5400.0,1592.69,0.586655,0.967117,0.0,0.999041,0.338983,12.23,269.9448,4.6067,2.8277,2.850621,2.022398,1.911701
0.1,26.0,0.945162,3.7,1.5,0.0,1440.0,2228.95,0.757538,0.817363,0.577004,0.998959,0.428639,18.32,279.1476,4.5981,2.8279,2.928106,2.078255,1.963386
0.02,27.0,0.957445,0.7,0.1,1028.57,21600.0,2184.98,0.53133,0.828617,0.0,0.999417,0.424959,10.39,288.4724,4.6579,2.8281,3.003771,2.132705,2.013523
0.1,28.0,0.943438,0.6,1.6,1200.0,924.03,2183.6,0.480726,0.700089,0.002291,0.99887,0.459632,16.48,297.6574,4.5897,2.8283,3.083752,2.190384,2.067054
0.1,29.0,0.942556,3.7,1.5,0.0,1440.0,2222.88,0.739895,0.75857,0.591757,0.998822,0.445483,18.32,306.8347,4.5854,2.8285,3.159962,2.24543,2.117954
0.02,30.0,0.954528,3.5,0.2,0.0,10800.0,3087.05,0.550531,0.876662,0.0,0.999331,0.40661,10.85,316.1406,4.6437,2.8287,3.228827,2.295077,2.163331
0.02,31.0,0.952032,0.7,3.1,1028.57,26.37,3413.11,0.200034,0.0,0.000462,0.999247,1.210768,17.55,325.4155,4.6315,2.8292,3.421401,2.435331,2.299395
0.1,32.0,0.938824,2.2,1.2,2.27,1800.0,2249.77,0.503916,0.731757,0.028736,0.998595,0.452212,16.73,334.5584,4.5673,2.8294,3.493293,2.487286,2.347247
