Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.05,1.0,0.985487,3.4,2.7,0.42,720.85,2574.59,0.993038,0.999943,0.98273,0.999845,0.034649,23.16,43.5511,4.7943,2.8204,0.034649,0.00459,0.0
0.01,2.0,0.990811,2.7,0.1,0.41,21600.0,3450.37,0.599825,0.999624,0.0,0.99988,0.124514,10.39,53.2133,4.8202,2.8206,0.110964,0.052644,0.043385
0.01,3.0,0.989004,0.8,2.1,900.0,647.3,3455.08,0.598611,0.99659,2e-06,0.999869,0.229635,16.49,62.8449,4.8114,2.8209,0.233429,0.139871,0.125964
0.02,4.0,0.986703,3.5,0.4,0.0,5400.0,3190.12,0.599418,0.998619,0.0,0.999854,0.186496,12.01,72.4643,4.8002,2.8212,0.326616,0.205961,0.187453
0.1,5.0,0.972931,1.4,2.7,141.3,623.15,2249.24,0.996473,0.992368,0.998955,0.99972,0.268205,22.2,81.9402,4.7332,2.8215,0.450124,0.294227,0.27127
0.05,6.0,0.979195,0.3,2.4,2400.0,500.62,2662.17,0.583813,0.959638,0.0,0.999792,0.349111,15.48,91.4782,4.7637,2.8219,0.597554,0.399956,0.37248
0.02,7.0,0.982418,1.3,1.5,248.0,1350.76,3027.0,0.597884,0.994703,9.5e-05,0.999821,0.250696,16.73,101.0436,4.7794,2.8221,0.697659,0.471266,0.439221
0.02,8.0,0.981076,3.5,2.4,0.0,825.15,3077.85,0.640978,0.986448,0.116093,0.999809,0.29583,19.62,110.5972,4.7728,2.8224,0.808968,0.550802,0.514198
0.02,9.0,0.979581,0.5,2.4,1440.0,497.83,3119.26,0.561529,0.903923,1e-06,0.999795,0.393257,16.42,120.1377,4.7656,2.8228,0.947076,0.649909,0.608768
0.05,10.0,0.971465,1.3,3.7,239.77,26.99,2945.92,0.596906,5e-06,0.992409,0.9997,1.079162,21.97,129.6151,4.7261,2.8236,1.281053,0.891869,0.846321
0.01,11.0,0.976317,4.0,1.6,0.0,1350.0,3457.39,0.5897,0.974354,1.6e-05,0.999761,0.326791,16.74,139.1225,4.7497,2.8238,1.376271,0.95993,0.909861
0.02,12.0,0.97437,3.1,0.1,0.0,21600.0,3072.84,0.594808,0.987152,0.0,0.999738,0.293256,10.37,148.624,4.7402,2.824,1.459297,1.019173,0.964628
0.02,13.0,0.972466,3.0,2.9,0.05,614.35,3066.65,0.714865,0.740076,0.547231,0.999714,0.450173,20.44,158.0952,4.731,2.8244,1.580214,1.106052,1.04703
0.01,14.0,0.972513,1.0,2.7,622.69,432.69,3461.76,0.376343,0.440718,0.000283,0.999714,0.511345,18.1,167.5674,4.7312,2.8247,1.711102,1.200313,1.136815
0.1,15.0,0.957804,2.3,2.3,1.79,859.21,2228.63,0.968646,0.924132,0.99777,0.999427,0.380959,21.23,176.8942,4.6596,2.8249,1.805777,1.268293,1.200488
0.01,16.0,0.970531,1.1,1.5,473.78,1187.88,3376.5,0.573733,0.934487,2e-06,0.999686,0.37344,16.08,186.3433,4.7215,2.8252,1.896105,1.333069,1.260802
0.01,17.0,0.969473,2.5,1.8,0.75,1200.0,3411.28,0.56313,0.90788,0.000109,0.99967,0.391046,17.22,195.7825,4.7164,2.8254,1.987908,1.398937,1.322216
0.02,18.0,0.965537,1.0,3.4,612.89,21.35,3401.62,0.213376,2.3e-05,0.033616,0.999602,1.009076,18.94,205.1965,4.6973,2.826,2.207964,1.55855,1.477473
0.1,19.0,0.95233,2.4,1.2,1.1,1800.0,2283.38,0.583089,0.937153,0.020941,0.999258,0.371327,16.65,214.4715,4.633,2.8262,2.287604,1.615713,1.530405
0.02,20.0,0.960757,2.3,3.6,1.68,81.36,3363.89,0.570407,0.0,0.926266,0.999502,1.765643,21.78,223.8259,4.674,2.8271,2.63176,1.866328,1.776784
0.05,21.0,0.955206,0.2,2.4,3600.0,461.22,2648.78,0.213187,0.03329,0.0,0.999352,0.660411,14.35,233.1283,4.647,2.8274,2.754894,1.955429,1.861605
0.1,22.0,0.946284,3.9,1.9,0.0,1102.02,2207.37,0.902466,0.776381,0.980278,0.999012,0.440729,20.27,242.3414,4.6036,2.8276,2.836073,2.013961,1.915938
0.05,23.0,0.953642,0.4,0.7,1800.0,2834.12,2189.46,0.570403,0.926356,0.0,0.999302,0.379428,12.76,251.6244,4.6394,2.8278,2.905278,2.063712,1.961423
0.1,24.0,0.944604,2.4,1.9,1.02,1097.85,2206.48,0.885903,0.734248,0.981045,0.998931,0.451606,19.95,260.8212,4.5954,2.828,2.985502,2.121595,2.015125
0.01,25.0,0.954878,1.6,3.5,23.44,85.86,3708.54,0.294005,0.0,0.235341,0.999342,1.87786,20.87,270.1361,4.6454,2.8288,3.293862,2.346576,2.235932
0.02,26.0,0.95245,3.0,2.6,0.01,699.7,3055.28,0.412573,0.165914,0.365888,0.999262,0.576899,20.07,279.4106,4.6336,2.829,3.386796,2.413829,2.298887
0.02,27.0,0.948887,3.8,3.7,0.0,36.6,3393.88,0.574524,0.0,0.936747,0.999127,2.111335,22.15,288.6681,4.6163,2.8298,3.70313,2.644964,2.525924
0.01,28.0,0.949356,2.4,2.7,0.92,654.4,3405.72,0.229819,0.048647,0.026327,0.999146,0.641585,19.49,297.9127,4.6185,2.8301,3.79764,2.71351,2.590195
0.05,29.0,0.94282,3.0,1.1,0.0,1963.64,2641.33,0.436158,0.590859,0.000117,0.998837,0.482499,15.94,307.0949,4.5867,2.8303,3.868355,2.764652,2.637155
0.1,30.0,0.931802,4.0,3.7,0.0,30.9,2563.44,0.599602,0.0,0.999984,0.998043,2.171843,25.43,316.1775,4.5331,2.831,4.163904,2.980994,2.84957
0.1,31.0,0.931056,3.7,0.9,0.0,2400.0,2273.76,0.440214,0.60149,5.9e-05,0.997973,0.480396,15.3,325.2463,4.5295,2.8312,4.22958,3.028552,2.893086
0.1,32.0,0.928901,0.3,3.3,2400.0,15.14,2584.72,0.199552,0.0,2e-06,0.997756,1.402174,15.85,334.3076,4.519,2.8317,4.410919,3.161181,3.021752
0.05,33.0,0.934935,1.0,3.5,547.28,15.56,2927.42,0.55592,0.0,0.890643,0.998312,1.347414,20.17,343.4123,4.5484,2.8321,4.580009,3.284849,3.141354
0.05,34.0,0.93187,2.3,3.9,1.28,20.82,2937.97,0.599365,0.0,0.999389,0.998049,2.297975,23.28,352.4924,4.5335,2.8328,4.855169,3.486636,3.339203
