Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.02,1.0,0.987853,0.6,3.7,1200.0,14.35,3432.88,0.582935,0.95733,7.7e-05,0.999862,0.351874,18.79,43.5911,4.8058,2.8208,0.207389,0.124312,0.119667
0.1,2.0,0.972691,0.8,3.9,900.0,6.55,2602.63,0.599429,0.127892,0.870821,0.999717,0.591416,19.51,53.0906,4.7321,2.8215,0.480743,0.321483,0.312374
0.01,3.0,0.983319,0.6,3.0,1200.0,62.41,3761.6,0.208502,0.021338,2e-06,0.999829,0.682176,16.79,62.6742,4.7838,2.8222,0.748856,0.514958,0.501247
0.01,4.0,0.982194,3.8,1.9,0.0,1136.84,3422.04,0.596125,0.990218,0.000186,0.999819,0.280125,17.57,72.2382,4.7783,2.8224,0.851175,0.587893,0.569592
0.1,5.0,0.967388,1.2,2.0,366.54,837.61,2232.85,0.968826,0.989484,0.932764,0.999636,0.283606,19.41,81.6576,4.7063,2.8227,0.94983,0.658328,0.635628
0.01,6.0,0.9801,0.9,1.3,800.0,1318.67,3331.58,0.59563,0.989174,0.0,0.9998,0.285003,15.26,91.2002,4.7681,2.8229,1.044959,0.726174,0.698909
0.1,7.0,0.965271,3.2,1.4,0.0,1542.86,2288.87,0.680458,0.990074,0.211273,0.999597,0.280825,17.78,100.6011,4.696,2.8232,1.135011,0.790416,0.758785
0.01,8.0,0.976337,0.8,3.5,900.0,15.68,3780.0,0.200404,0.001081,4.7e-05,0.999761,0.825173,17.45,110.1318,4.7498,2.8238,1.375454,0.964278,0.928136
0.02,9.0,0.973803,2.5,2.1,0.8,982.63,3068.51,0.595254,0.959504,0.028765,0.999731,0.349276,18.66,119.6137,4.7375,2.824,1.472931,1.034016,0.993373
0.02,10.0,0.971794,3.7,3.3,0.0,494.19,3065.73,0.535705,0.037103,0.802307,0.999704,0.65506,21.87,129.0808,4.7277,2.8245,1.643843,1.157396,1.112279
0.1,11.0,0.958163,0.3,2.5,2400.0,442.48,2280.43,0.279942,0.200136,1e-06,0.999437,0.565974,15.92,138.4131,4.6614,2.8248,1.784102,1.258572,1.209153
0.01,12.0,0.970885,3.4,1.3,0.0,1661.54,3489.8,0.57801,0.945178,0.0,0.999691,0.364415,15.81,147.8688,4.7233,2.825,1.87253,1.321903,1.268008
0.01,13.0,0.969947,3.8,1.0,0.0,2160.0,3521.48,0.579009,0.947683,0.0,0.999677,0.362062,14.73,157.3178,4.7187,2.8253,1.9581,1.383154,1.324798
0.01,14.0,0.96734,0.6,3.3,1200.0,20.82,3784.96,0.199932,1.1e-05,2e-06,0.999635,1.041677,16.65,166.7573,4.706,2.8258,2.185869,1.548315,1.485558
