Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.02,1.0,0.98979,3.9,2.3,0.05,902.6,3043.13,0.631502,0.999943,0.078874,0.999874,0.034869,20.86,43.5931,4.8152,2.8204,0.034869,0.004649,0.0
0.02,2.0,0.988863,2.8,1.4,0.26,1542.86,3161.05,0.599773,0.999454,4.4e-05,0.999868,0.142236,16.4,53.2244,4.8107,2.8207,0.12069,0.059625,0.05034
0.01,3.0,0.987959,2.1,3.3,4.83,505.1,3441.9,0.595211,0.913508,0.074589,0.999862,0.38775,20.48,62.8491,4.8063,2.8211,0.317932,0.201284,0.187356
0.1,4.0,0.973215,2.2,2.1,3.17,997.66,2236.81,0.994807,0.996879,0.990277,0.999724,0.225407,20.42,72.3255,4.7346,2.8214,0.4232,0.276288,0.257913
0.02,5.0,0.98066,1.4,3.8,139.19,28.18,3419.48,0.502415,4e-06,0.756131,0.999806,1.087727,21.24,81.9018,4.7708,2.8224,0.845703,0.582209,0.559292
0.1,6.0,0.968652,2.0,0.2,6.57,10800.0,2317.76,0.59862,0.996721,0.0,0.999657,0.227767,10.89,91.3465,4.7124,2.8226,0.92636,0.639508,0.612241
0.01,7.0,0.980411,2.1,0.8,4.45,2700.0,3548.98,0.596741,0.99195,0.0,0.999803,0.270763,13.81,100.8993,4.7696,2.8229,1.018173,0.704885,0.673057
0.1,8.0,0.965321,0.3,2.2,2400.0,575.69,2261.71,0.575107,0.937969,0.0,0.999598,0.370663,15.54,110.2998,4.6962,2.8232,1.136727,0.789896,0.753702
0.05,9.0,0.972294,0.6,1.1,1200.0,1648.08,2443.95,0.595797,0.989636,0.0,0.999711,0.282905,14.67,119.7656,4.7301,2.8234,1.224382,0.852425,0.811779
0.05,10.0,0.970334,1.6,3.2,28.29,509.7,2608.25,0.706719,0.270876,0.996079,0.999683,0.547152,22.75,129.2165,4.7206,2.8238,1.382438,0.966333,0.921242
0.01,11.0,0.975149,1.2,1.9,351.82,903.06,3420.9,0.583195,0.958056,5.8e-05,0.999748,0.35102,17.23,138.7111,4.744,2.8241,1.480413,1.036475,0.98687
0.01,12.0,0.974272,3.6,0.8,0.0,2700.0,3541.73,0.590726,0.976948,0.0,0.999737,0.321588,13.87,148.2041,4.7397,2.8243,1.567596,1.098756,1.044655
0.01,13.0,0.972375,3.3,3.2,0.0,521.54,3422.59,0.277561,0.113969,0.080077,0.999712,0.597658,20.58,157.6752,4.7305,2.8247,1.719814,1.208543,1.149966
0.05,14.0,0.965679,2.2,2.0,2.74,1042.9,2605.14,0.823547,0.938438,0.620626,0.999605,0.370278,19.32,167.0776,4.6979,2.8249,1.811666,1.274403,1.211423
0.02,15.0,0.96885,2.7,2.4,0.32,808.8,3067.51,0.601241,0.857277,0.145995,0.99966,0.414626,19.44,176.5123,4.7134,2.8252,1.911039,1.345791,1.278365
0.01,16.0,0.966325,3.1,3.6,0.0,83.25,3725.82,0.300522,0.0,0.251497,0.999617,1.632338,21.13,185.9231,4.7011,2.8261,2.264922,1.603128,1.531377
0.05,17.0,0.959674,1.0,1.9,605.29,785.02,2606.29,0.552257,0.831924,0.048981,0.999476,0.423842,18.06,195.267,4.6687,2.8263,2.353646,1.666888,1.590789
0.01,18.0,0.965048,2.9,0.1,0.09,21600.0,3409.57,0.572236,0.930793,0.0,0.999593,0.376241,10.36,204.6767,4.6949,2.8265,2.431102,1.722454,1.641959
0.01,19.0,0.963689,0.8,1.4,900.0,1146.47,3354.45,0.535571,0.839144,0.0,0.999566,0.421339,15.36,214.0589,4.6883,2.8267,2.515659,1.783159,1.698263
0.05,20.0,0.957052,3.5,0.8,0.0,2700.0,2696.84,0.565829,0.914869,0.0,0.999406,0.386924,14.43,223.3832,4.656,2.827,2.591906,1.837901,1.748706
0.02,21.0,0.960122,1.5,2.7,39.33,648.35,3060.13,0.478068,0.312717,0.38271,0.999487,0.537497,20.17,232.7334,4.6709,2.8272,2.69413,1.911705,1.818145
0.05,22.0,0.95369,1.0,3.2,593.81,42.13,2919.46,0.523622,4e-06,0.809398,0.999304,1.086862,20.07,242.0272,4.6396,2.8277,2.889556,2.053781,1.955981
0.01,23.0,0.955627,3.4,4.0,0.0,22.1,3768.17,0.315275,0.0,0.288505,0.999365,2.029431,21.09,251.3409,4.649,2.8286,3.228436,2.301004,2.199028
0.01,24.0,0.954459,1.5,2.9,35.68,573.95,3407.23,0.227145,0.027834,0.040365,0.999329,0.669204,19.97,260.6363,4.6434,2.8289,3.336926,2.379602,2.273307
0.01,25.0,0.95255,1.5,3.3,35.17,453.22,3412.19,0.247295,4e-06,0.118602,0.999266,1.092935,20.7,269.9162,4.6341,2.8293,3.506615,2.503129,2.392574
0.05,26.0,0.945994,3.3,1.7,0.0,1264.98,2572.33,0.495618,0.537429,0.202115,0.998999,0.492857,18.59,279.1262,4.6022,2.8295,3.583009,2.558344,2.443563
0.05,27.0,0.945543,1.7,0.4,15.16,5400.0,2655.78,0.528033,0.820594,0.0,0.998977,0.427601,12.03,288.3411,4.6,2.8297,3.64877,2.605795,2.486833
0.1,28.0,0.938154,2.7,0.1,0.25,21600.0,2241.36,0.521123,0.803533,0.0,0.99855,0.432927,10.34,297.4878,4.564,2.8299,3.714392,2.653136,2.530129
0.02,29.0,0.948053,1.6,1.4,21.73,1542.86,3050.6,0.397928,0.495168,0.000106,0.999092,0.50092,16.57,306.7186,4.6122,2.8301,3.788955,2.707024,2.579764
0.02,30.0,0.94645,3.6,3.2,0.0,491.92,3048.83,0.53223,0.000104,0.830963,0.99902,0.936926,21.99,315.9368,4.6044,2.8304,3.922611,2.804374,2.6729
0.1,31.0,0.934277,0.3,0.5,2400.0,4215.18,1538.26,0.549567,0.874789,0.0,0.998259,0.407429,11.79,325.0303,4.5452,2.8306,3.981421,2.846858,2.711328
0.02,32.0,0.944861,2.2,2.6,2.13,687.94,3051.73,0.38037,0.054458,0.396994,0.998944,0.63592,20.15,334.2304,4.5967,2.8308,4.070325,2.911432,2.771673
0.02,33.0,0.944022,2.9,2.0,0.05,1002.53,3052.75,0.297116,0.215507,0.027832,0.998901,0.561526,18.53,343.4217,4.5926,2.831,4.148017,2.967808,2.823828
