Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.1,41.0,0.915343,1.1,3.1,367.67,342.61,2247.94,0.598909,0.0,0.9994,0.995746,1.237486,22.33,414.3381,4.4531,2.835,5.638277,4.061426,3.886978
0.05,42.0,0.92248,3.0,1.2,0.0,1800.0,2576.72,0.256997,0.142861,0.00115,0.996961,0.58532,16.56,423.3201,4.4878,2.8351,5.700883,4.107129,3.928669
0.1,43.0,0.914257,3.4,0.7,0.0,3085.71,2259.81,0.317822,0.296794,0.0,0.995523,0.541077,14.08,432.226,4.4478,2.8353,5.758409,4.149136,3.966777
0.1,44.0,0.913717,1.9,0.6,6.02,3600.0,2256.96,0.331156,0.330187,0.0,0.995408,0.533683,13.37,441.1273,4.4452,2.8355,5.814747,4.190277,4.004029
0.01,45.0,0.925276,2.0,3.3,4.04,432.87,3398.86,0.281317,0.0,0.204625,0.997337,1.517584,20.9,450.1403,4.5014,2.8359,5.967377,4.302453,4.112222
0.05,46.0,0.918862,3.1,1.0,0.0,2160.0,2596.42,0.255112,0.139557,2.6e-05,0.996396,0.586618,15.53,459.0882,4.4702,2.836,6.027338,4.346285,4.152079
0.05,47.0,0.918076,1.7,2.0,12.2,955.63,2573.19,0.543923,0.031091,0.830587,0.99626,0.663774,19.63,468.026,4.4664,2.8362,6.094204,4.395275,4.197084
0.1,48.0,0.908979,0.1,2.6,7200.0,112.44,2485.56,0.198852,0.0,0.0,0.994261,1.391651,12.79,476.8797,4.4221,2.8366,6.229118,4.494574,4.292598
0.1,49.0,0.908065,1.8,1.3,8.37,1661.54,2154.78,0.330082,0.104966,0.223235,0.994009,0.602058,17.45,485.72,4.4177,2.8368,6.288381,4.53801,4.332169
0.02,50.0,0.918576,3.8,3.3,0.0,428.83,3041.45,0.562728,0.0,0.908647,0.996347,1.598402,22.33,494.6677,4.4688,2.8372,6.438925,4.648883,4.43913
0.05,51.0,0.913436,2.7,2.5,0.15,694.07,2571.3,0.595212,0.003164,0.987193,0.995347,0.773945,21.34,503.5613,4.4438,2.8374,6.51225,4.702764,4.489064
0.05,52.0,0.91266,3.4,2.3,0.0,784.5,2571.97,0.589526,0.007438,0.96879,0.995174,0.733031,21.12,512.4472,4.44,2.8376,6.581218,4.753458,4.53582
0.1,53.0,0.902413,2.7,4.0,0.14,17.38,2548.99,0.598433,0.0,0.999988,0.992187,2.518333,24.6,521.2542,4.3902,2.8382,6.806569,4.919873,4.698609
0.01,54.0,0.915216,3.7,2.4,0.0,732.13,3396.5,0.20539,0.002045,0.01357,0.995721,0.794777,19.36,530.1654,4.4524,2.8384,6.878466,4.972722,4.747485
0.05,55.0,0.909565,3.5,0.1,0.0,21600.0,2522.75,0.246621,0.119344,0.0,0.994417,0.595174,10.31,539.0317,4.4249,2.8385,6.932535,5.0124,4.783339
0.05,56.0,0.907964,2.4,2.5,0.62,686.05,2567.76,0.594903,0.001748,0.98852,0.99398,0.80227,21.4,547.8721,4.4172,2.8388,7.003929,5.064946,4.831987
0.02,57.0,0.911613,0.8,1.8,829.31,714.64,3041.98,0.201685,0.006606,0.000142,0.99493,0.738722,16.76,556.7471,4.4349,2.8389,7.069374,5.113122,4.876234
0.05,58.0,0.906623,3.0,1.1,0.0,1963.64,2555.14,0.219924,0.052738,0.000278,0.993589,0.637535,16.11,565.5742,4.4106,2.8391,7.125804,5.154646,4.913885
0.02,59.0,0.910255,2.3,2.0,0.94,944.39,3033.1,0.225208,0.007543,0.05818,0.994595,0.73236,18.69,574.4357,4.4283,2.8393,7.189797,5.201785,4.957098
0.05,60.0,0.905215,2.5,1.5,0.38,1399.21,2526.77,0.24678,0.026184,0.09419,0.99315,0.672194,17.8,583.2475,4.4038,2.8395,7.248301,5.244894,4.99634
0.01,61.0,0.910243,0.1,2.1,7200.0,498.81,3432.51,0.198958,9.9e-05,0.0,0.994592,0.938891,12.46,592.1102,4.4283,2.8397,7.328303,5.30391,5.051474
0.02,62.0,0.908082,2.0,1.3,3.43,1661.54,2979.92,0.208405,0.023926,7.9e-05,0.994014,0.676598,16.33,600.9502,4.4177,2.8399,7.386303,5.346637,5.090301
0.1,63.0,0.895542,1.7,0.7,10.84,3085.71,2208.56,0.243777,0.114834,0.0,0.989219,0.597252,14.03,609.6724,4.3567,2.84,7.437379,5.384301,5.12422
0.05,64.0,0.901714,0.6,3.9,1200.0,0.72,2937.98,0.203299,0.0,0.012284,0.991927,1.547182,17.64,618.4816,4.3868,2.8404,7.564129,5.478049,5.214239
0.05,65.0,0.899383,1.8,3.5,7.4,26.05,2913.63,0.597984,0.0,0.999463,0.990994,2.629426,23.1,627.242,4.3754,2.8409,7.773442,5.633076,5.365686
0.1,66.0,0.89211,1.4,0.2,32.99,10800.0,2147.69,0.273229,0.189401,0.0,0.987343,0.569234,10.8,635.936,4.34,2.8411,7.820184,5.667533,5.396489
0.01,67.0,0.904079,0.6,1.6,1200.0,803.56,3390.38,0.20006,0.003762,0.0,0.992775,0.765668,15.41,644.7368,4.3983,2.8412,7.881928,5.713133,5.438228
0.05,68.0,0.895926,3.6,3.6,0.0,25.54,2912.09,0.597687,0.0,0.999511,0.989411,2.634746,23.6,653.4669,4.3586,2.8418,8.084371,5.86324,5.584784
0.01,69.0,0.901831,3.7,0.1,0.0,21600.0,3303.94,0.212102,0.034269,0.0,0.991971,0.658983,10.3,662.2573,4.3873,2.842,8.136415,5.901643,5.619402
0.02,70.0,0.898407,0.6,3.9,1200.0,0.38,3401.18,0.198163,0.0,0.000121,0.990572,1.583821,16.93,671.0355,4.3707,2.8423,8.25648,5.990597,5.704646
0.05,71.0,0.892762,0.7,3.2,1028.57,11.84,2915.36,0.226308,0.0,0.07191,0.987723,1.525709,18.13,679.7374,4.3432,2.8426,8.370716,6.075343,5.785728
0.01,72.0,0.897803,2.7,2.6,0.09,624.71,3387.38,0.214974,6.6e-05,0.042217,0.990302,0.958014,19.55,688.4787,4.3677,2.8428,8.442814,6.128797,5.835372
0.01,73.0,0.89653,0.6,3.9,1200.0,0.25,3766.94,0.197942,0.0,3e-06,0.989706,1.609474,16.46,697.2397,4.3615,2.8432,8.560878,6.216422,5.919304
0.1,74.0,0.884077,1.1,0.1,275.43,21600.0,1820.41,0.212154,0.039585,0.0,0.9816,0.651853,10.38,705.8522,4.301,2.8433,8.609783,6.252574,5.951923
0.01,75.0,0.895343,1.2,1.7,153.07,1041.55,3383.73,0.199174,0.003223,0.000153,0.989118,0.773063,17.25,714.5684,4.3558,2.8435,8.667144,6.295092,5.990641
0.1,76.0,0.88127,2.1,0.8,1.89,2700.0,2177.76,0.213715,0.04476,8e-06,0.979042,0.645745,14.66,723.1499,4.2873,2.8436,8.715083,6.330705,6.022614
0.1,77.0,0.880204,1.6,2.4,13.78,691.81,2171.24,0.595704,0.000535,0.999734,0.977983,0.858713,22.28,731.719,4.2821,2.8438,8.777626,6.377251,6.065518
0.05,78.0,0.887627,1.7,1.4,9.56,1477.57,2513.3,0.219678,0.009766,0.04723,0.9844,0.719956,17.53,740.359,4.3182,2.844,8.830281,6.416367,6.100911
0.05,79.0,0.887631,3.5,0.2,0.0,10800.0,2516.11,0.229422,0.081354,0.0,0.984403,0.615433,10.78,749.0095,4.3182,2.8441,8.875431,6.449873,6.130765
0.1,80.0,0.878193,0.3,3.3,2400.0,8.35,2570.5,0.195169,0.0,3e-06,0.975838,1.678351,15.68,757.5792,4.2723,2.8444,8.993043,6.537386,6.214792
0.1,81.0,0.878543,3.0,0.2,0.0,10800.0,2158.86,0.237976,0.106828,0.0,0.976226,0.601122,10.78,766.1411,4.274,2.8446,9.036459,6.569611,6.243476
0.02,82.0,0.888908,2.9,2.6,0.0,614.95,3020.52,0.45946,3.6e-05,0.655962,0.985304,0.987576,20.79,774.7963,4.3245,2.8448,9.105908,6.621283,6.291421
0.05,83.0,0.883301,0.3,3.6,2400.0,3.38,2945.92,0.196185,0.0,0.0,0.980925,1.704542,15.35,783.4234,4.2972,2.8451,9.222713,6.708254,6.37485
0.05,84.0,0.882872,2.7,0.8,0.06,2700.0,2544.04,0.206074,0.024914,0.0,0.980542,0.674624,14.42,792.0203,4.2951,2.8452,9.270151,6.743554,6.406473
0.02,85.0,0.886479,3.9,1.9,0.0,972.8,3023.01,0.217083,0.001579,0.049356,0.983544,0.807125,18.82,800.6501,4.3126,2.8454,9.326153,6.785273,6.444468
0.1,86.0,0.873456,3.0,2.4,0.0,691.72,2168.54,0.594018,0.000295,0.999775,0.969952,0.887114,22.78,809.1542,4.2493,2.8456,9.386957,6.830684,6.486296
0.05,87.0,0.881227,0.8,0.5,750.25,4001.25,1976.92,0.223219,0.068547,0.0,0.979001,0.624249,12.89,817.731,4.2871,2.8457,9.430385,6.863016,6.514975
0.05,88.0,0.879731,0.3,2.8,2400.0,25.2,2929.31,0.195499,0.0,0.0,0.977495,1.694095,15.39,826.3023,4.2798,2.8461,9.542976,6.946957,6.595405
0.1,89.0,0.872497,1.2,0.2,126.73,10800.0,1994.76,0.23536,0.104101,0.0,0.968601,0.602499,10.84,834.8024,4.2446,2.8462,9.584287,6.977717,6.622684
0.1,90.0,0.871565,3.3,0.3,0.0,7200.0,2155.75,0.229244,0.089494,0.0,0.967234,0.610468,11.39,843.2947,4.2401,2.8463,9.625953,7.008784,6.650245
0.02,91.0,0.882533,4.0,1.8,0.0,1041.64,3020.98,0.20707,0.00163,0.025927,0.980234,0.805607,18.49,851.8862,4.2934,2.8465,9.680046,7.049157,6.686928
0.01,92.0,0.883294,1.3,2.4,43.7,661.88,3387.92,0.203877,6.4e-05,0.01917,0.980919,0.959655,19.29,860.486,4.2971,2.8467,9.74366,7.096648,6.730737
0.1,93.0,0.868874,2.6,2.4,0.14,685.0,2169.72,0.592582,0.000193,0.999786,0.962951,0.907206,22.35,868.9452,4.227,2.8468,9.803434,7.141393,6.771937
0.01,94.0,0.882212,1.1,1.0,236.38,1988.91,3256.09,0.198709,0.006805,0.0,0.979937,0.737299,14.96,877.5326,4.2919,2.847,9.852418,7.177938,6.804797
0.01,95.0,0.881916,1.2,0.4,113.95,5400.0,3232.06,0.209726,0.034486,0.0,0.97966,0.658672,11.91,886.122,4.2904,2.8471,9.89625,7.21065,6.83385
0.1,96.0,0.867446,3.1,1.1,0.0,1963.64,2102.95,0.207367,0.013243,0.024942,0.960463,0.705282,16.67,894.5656,4.22,2.8473,9.942674,7.245408,6.865067
0.01,97.0,0.879996,3.4,3.0,0.0,468.17,3387.6,0.265145,0.0,0.173977,0.97777,1.472079,20.63,903.1355,4.2811,2.8475,10.036505,7.315503,6.931582
0.1,98.0,0.866078,3.2,0.5,0.0,4320.0,2160.26,0.212579,0.052481,0.0,0.957932,0.637781,12.75,911.5716,4.2134,2.8477,10.078202,7.346714,6.959299
0.02,99.0,0.877368,3.0,2.4,0.0,679.78,3019.5,0.395731,6.8e-05,0.501808,0.974902,0.95671,20.32,920.1136,4.2683,2.8479,10.139397,7.392507,7.00146
0.05,100.0,0.87212,3.1,2.8,0.0,529.4,2547.31,0.592827,1e-06,0.99804,0.968056,1.189631,22.71,928.6045,4.2428,2.8481,10.214369,7.448644,7.054048
0.05,101.0,0.871503,3.0,2.2,0.0,771.71,2552.58,0.584435,0.000335,0.977181,0.96714,0.880968,20.94,937.0892,4.2398,2.8482,10.270212,7.49049,7.092308
0.1,102.0,0.862939,0.1,2.5,7200.0,56.9,2530.87,0.190305,0.0,0.0,0.951525,1.639177,12.66,945.4878,4.1981,2.8485,10.371219,7.566106,7.164579
0.01,103.0,0.875737,3.5,1.9,0.0,950.33,3395.09,0.195452,0.000588,0.001571,0.972942,0.854199,18.1,954.0127,4.2604,2.8487,10.424798,7.606216,7.201056
0.1,104.0,0.861138,3.9,2.8,0.0,525.1,2166.5,0.589472,0.0,0.999958,0.94744,1.197413,24.16,962.3973,4.1894,2.8489,10.498291,7.661376,7.252776
0.1,105.0,0.860761,1.3,1.0,38.99,2160.0,2055.26,0.196139,0.013172,0.003902,0.946545,0.705542,16.04,970.7755,4.1875,2.8491,10.542378,7.694467,7.28238
0.1,106.0,0.859881,0.1,3.7,7200.0,2.64,2572.54,0.18888,0.0,0.0,0.944401,1.713242,12.63,979.1794,4.1832,2.8494,10.64537,7.771642,7.356249
0.01,107.0,0.872751,1.4,1.6,24.39,1179.05,3384.27,0.194307,0.001145,0.00014,0.968965,0.822442,17.11,987.6754,4.2459,2.8495,10.695867,7.809493,7.390489
0.05,108.0,0.865757,0.6,3.1,1200.0,10.25,2923.96,0.1966,0.0,0.012843,0.957315,1.629478,17.51,996.1154,4.2118,2.8498,10.79276,7.882135,7.459726
0.1,109.0,0.85763,4.0,0.5,0.0,4320.0,2138.87,0.204575,0.042169,0.0,0.938538,0.648713,12.77,1004.4688,4.1723,2.8499,10.832487,7.911984,7.486148
0.02,110.0,0.868991,3.3,2.4,0.0,666.9,3019.89,0.405833,3.2e-05,0.532976,0.963147,0.99286,20.42,1012.929,4.2276,2.8501,10.891917,7.956626,7.527229
0.05,111.0,0.863796,2.0,2.7,2.25,552.44,2540.85,0.589727,1e-06,0.997635,0.953361,1.160709,21.99,1021.34,4.2023,2.8503,10.960563,8.008216,7.575333
0.1,112.0,0.855683,0.2,1.0,3600.0,1478.58,2033.52,0.19032,0.009299,0.0,0.933005,0.722311,12.85,1029.6688,4.1628,2.8504,11.003914,8.040849,7.604537
0.1,113.0,0.856135,3.0,0.2,0.0,10800.0,2110.52,0.209586,0.056801,0.0,0.934329,0.633796,10.76,1038.0111,4.165,2.8506,11.042097,8.06955,7.629885
0.01,114.0,0.868124,1.8,2.5,5.24,618.73,3387.93,0.209269,7e-06,0.042332,0.961664,1.064975,19.54,1046.463,4.2233,2.8508,11.104597,8.116517,7.673308
0.05,115.0,0.861671,4.0,1.8,0.0,1009.71,2551.97,0.509906,0.000919,0.799505,0.948683,0.832928,19.52,1054.8512,4.192,2.8509,11.15371,8.153516,7.706791
0.02,116.0,0.866684,0.3,0.1,2400.0,21600.0,1400.25,0.192605,0.001977,0.0,0.959073,0.796397,10.24,1063.2892,4.2163,2.8511,11.200688,8.188703,7.738541
0.05,117.0,0.861296,1.6,0.2,11.05,10800.0,2444.56,0.206693,0.042825,0.0,0.947812,0.647946,10.76,1071.6813,4.1901,2.8512,11.239161,8.2176,7.764013
0.02,118.0,0.86463,2.8,1.6,0.0,1186.05,3017.05,0.194032,0.001049,0.00649,0.955085,0.826618,17.84,1080.0975,4.2063,2.8513,11.287458,8.25397,7.796838
0.02,119.0,0.864304,0.7,0.8,926.68,2070.25,2802.31,0.194022,0.007846,0.0,0.954417,0.730469,14.06,1088.51,4.2048,2.8515,11.330263,8.28621,7.825542
0.05,120.0,0.859435,0.9,0.8,502.08,2314.32,2335.48,0.193072,0.011038,0.0,0.943283,0.714063,14.71,1096.875,4.1811,2.8516,11.37197,8.317665,7.853506
0.02,121.0,0.863353,0.9,0.8,500.71,2313.77,2805.09,0.193495,0.007529,0.0,0.95242,0.732452,14.37,1105.2783,4.2001,2.8517,11.4146,8.349791,7.882104
0.1,122.0,0.850326,0.9,2.0,499.29,627.39,2197.74,0.574008,0.000207,0.977151,0.915323,0.903927,19.69,1113.5563,4.1368,2.8519,11.466303,8.388858,7.917776
0.1,123.0,0.850596,2.4,0.3,0.32,7200.0,2107.87,0.206298,0.057591,0.0,0.916308,0.633099,11.35,1121.843,4.1381,2.852,11.503092,8.416589,7.942172
0.01,124.0,0.862873,1.8,2.7,4.99,540.72,3385.55,0.226313,0.0,0.090091,0.951381,1.237992,19.79,1130.2446,4.1978,2.8522,11.572709,8.469011,7.991124
0.1,125.0,0.850402,2.3,0.1,0.51,21600.0,2070.94,0.191193,0.020183,0.0,0.9156,0.684883,10.26,1138.5322,4.1371,2.8523,11.611974,8.498565,8.017436
0.1,126.0,0.846998,3.0,3.4,0.0,26.81,2508.73,0.580455,0.0,0.999991,0.902295,2.787526,25.17,1146.7873,4.1206,2.8528,11.763777,8.612724,8.128583
0.01,127.0,0.859493,2.0,3.1,2.01,404.15,3400.57,0.291052,0.0,0.255914,0.943429,2.065782,20.6,1155.1566,4.1814,2.8531,11.875873,8.696978,8.209549
0.05,128.0,0.852738,1.5,2.8,14.95,494.33,2544.7,0.584126,0.0,0.998438,0.923754,1.360797,22.57,1163.4592,4.1485,2.8533,11.949868,8.752798,8.262007
0.05,129.0,0.851075,3.0,3.4,0.0,26.07,2884.89,0.583456,0.0,0.999626,0.918027,2.802545,23.35,1171.7521,4.1404,2.8538,12.09856,8.864683,8.370825
0.1,130.0,0.842936,2.4,0.7,0.28,3085.71,2092.25,0.183534,0.016835,0.0,0.883999,0.693681,14.13,1179.9594,4.1008,2.8539,12.136744,8.893583,8.396392
0.05,131.0,0.850165,2.8,2.0,0.0,849.45,2554.71,0.563301,0.00023,0.950658,0.91473,0.898939,20.49,1188.2356,4.136,2.8541,12.185452,8.93047,8.429858
0.02,132.0,0.853952,1.4,2.4,21.05,632.46,3022.61,0.409305,8e-06,0.559403,0.927704,1.061089,20.11,1196.5493,4.1544,2.8542,12.24237,8.973501,8.469455
0.01,133.0,0.853789,3.4,3.8,0.0,15.89,3734.87,0.33574,0.0,0.375758,0.927183,2.846785,20.64,1204.8904,4.1536,2.8547,12.390085,9.08473,8.577595
0.05,134.0,0.846963,0.7,4.0,878.41,0.0,2922.97,0.286923,0.0,0.266233,0.90215,1.735095,18.6,1213.1714,4.1204,2.8549,12.480142,9.152694,8.642324
0.05,135.0,0.847123,3.9,0.2,0.0,10800.0,2430.88,0.192248,0.029213,0.0,0.902814,0.666834,10.74,1221.4251,4.1212,2.8551,12.51596,9.179792,8.666108
0.1,136.0,0.838165,3.1,1.6,0.0,1154.14,2166.57,0.563397,0.001135,0.977966,0.85878,0.822849,19.57,1229.5837,4.0776,2.8552,12.559399,9.212828,8.695827
0.1,137.0,0.837626,3.0,2.1,0.0,782.77,2174.01,0.570958,0.000155,0.999408,0.855663,0.917782,21.8,1237.7381,4.075,2.8554,12.607461,9.249334,8.729028
0.05,138.0,0.845295,0.9,0.7,457.58,2718.28,2276.88,0.183159,0.010417,0.0,0.89496,0.716852,14.22,1245.9651,4.1123,2.8555,12.645467,9.278149,8.754464
0.05,139.0,0.843945,4.0,3.0,0.0,423.45,2552.12,0.577476,0.0,0.999286,0.888806,1.853685,23.73,1254.1827,4.1057,2.8558,12.73968,9.349375,8.822493
0.02,140.0,0.84734,3.6,3.0,0.0,422.07,3027.51,0.550517,0.0,0.924436,0.903715,1.88552,22.05,1262.4338,4.1222,2.856,12.834892,9.421292,8.891181
0.1,141.0,0.833795,1.1,3.2,152.73,16.32,2512.28,0.566346,0.0,0.999962,0.831806,2.454377,23.43,1270.5562,4.0563,2.8564,12.95701,9.513577,8.98049
0.05,142.0,0.840976,0.9,2.3,444.81,485.6,2583.79,0.520859,3e-06,0.865068,0.87415,1.100976,19.82,1278.7439,4.0913,2.8566,13.012711,9.555794,9.019387
0.1,143.0,0.832613,1.3,1.9,29.0,876.0,2176.72,0.564068,0.000311,0.99794,0.823841,0.884579,20.73,1286.8492,4.0506,2.8567,13.057605,9.589994,9.050315
0.1,144.0,0.83216,2.9,0.9,0.0,2400.0,2034.96,0.167021,0.006554,0.000642,0.820711,0.739097,15.67,1294.9487,4.0484,2.8569,13.095378,9.618757,9.075817
0.05,145.0,0.839486,3.9,2.2,0.0,720.83,2552.33,0.567728,3.7e-05,0.986189,0.86619,0.986196,21.13,1303.1215,4.084,2.857,13.144978,9.656478,9.110207
0.02,146.0,0.843589,2.7,1.3,0.0,1507.91,2999.81,0.177929,0.000946,0.00031,0.887131,0.831548,16.86,1311.3325,4.104,2.8572,13.187068,9.688481,9.138825
0.05,147.0,0.838617,2.4,1.5,0.23,1242.61,2546.17,0.28902,0.000775,0.291098,0.861353,0.841043,18.17,1319.4954,4.0798,2.8573,13.229416,9.720754,9.167757
