Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.1,92.0,0.864279,2.9,3.1,0.0,430.74,2174.37,0.590866,0.0,0.999982,0.954366,1.689525,25.3,862.191,4.2046,2.848,10.215045,7.446751,7.080566
0.02,93.0,0.876476,1.2,0.4,95.89,5400.0,2879.86,0.209052,0.035708,0.0,0.973847,0.656954,11.97,870.7275,4.264,2.8481,10.257376,7.478341,7.108538
0.05,94.0,0.871843,3.9,0.2,0.0,10800.0,2485.91,0.211282,0.044381,0.0,0.967647,0.64617,10.77,879.2234,4.2414,2.8482,10.298813,7.509313,7.135991
0.02,95.0,0.87378,3.8,3.8,0.0,17.99,3366.57,0.577711,0.0,0.959081,0.970396,2.760023,21.78,887.7513,4.2509,2.8487,10.4663,7.634513,7.257856
0.1,96.0,0.861032,1.4,1.9,24.66,929.76,2171.56,0.588703,0.001366,0.996796,0.947192,0.814024,20.55,896.1329,4.1888,2.8489,10.516849,7.672453,7.292293
0.02,97.0,0.872768,3.3,1.5,0.0,1313.02,3003.03,0.195382,0.001854,0.002107,0.96899,0.799455,17.39,904.6284,4.2459,2.849,10.566469,7.709616,7.325837
0.05,98.0,0.867758,2.3,1.7,0.59,1104.93,2544.52,0.441782,0.001573,0.622371,0.96102,0.807296,18.89,913.0758,4.2216,2.8492,10.61627,7.746992,7.35964
0.01,99.0,0.873007,2.6,2.3,0.1,714.69,3389.28,0.200804,6.4e-05,0.017281,0.969328,0.959663,19.09,921.5747,4.2471,2.8494,10.674817,7.790878,7.399917
0.1,100.0,0.858599,2.9,2.5,0.0,627.99,2165.35,0.588191,2.9e-05,0.999885,0.94113,0.997921,23.35,929.9338,4.177,2.8495,10.735125,7.83621,7.441786
0.02,101.0,0.871065,1.8,0.1,5.4,21600.0,2882.57,0.197724,0.011073,0.0,0.966475,0.713908,10.28,938.423,4.2377,2.8497,10.778903,7.868937,7.47102
0.01,102.0,0.87113,4.0,2.5,0.0,626.36,3384.37,0.210441,1e-05,0.042806,0.966575,1.048397,19.78,946.9044,4.238,2.8499,10.841782,7.916073,7.514574
0.02,103.0,0.869137,0.6,1.6,1200.0,725.53,3040.96,0.192867,0.000469,3e-06,0.963391,0.864958,15.79,955.3648,4.2283,2.85,10.893809,7.955127,7.550052
0.05,104.0,0.862787,1.3,3.8,36.74,8.3,2900.63,0.590027,0.0,0.999471,0.951193,2.827222,22.83,963.7874,4.1974,2.8505,11.056775,8.077263,7.668977
0.1,105.0,0.854642,1.5,0.8,16.02,2700.0,2090.84,0.192432,0.016133,1.6e-05,0.929861,0.695743,14.8,972.1081,4.1578,2.8506,11.098278,8.108469,7.696745
0.02,106.0,0.866259,1.6,1.8,11.11,999.61,3023.54,0.205548,0.000598,0.034135,0.958276,0.853431,18.33,980.5404,4.2143,2.8508,11.148573,8.146281,7.730991
0.1,107.0,0.853193,1.7,2.8,7.64,508.54,2164.2,0.585037,0.0,0.999963,0.925259,1.271526,23.79,988.847,4.1507,2.851,11.221794,8.201391,7.782721
0.1,108.0,0.852346,0.7,2.6,928.04,78.68,2478.92,0.542514,0.0,0.895065,0.922439,1.556536,19.1,997.1451,4.1466,2.8513,11.310376,8.267945,7.845964
0.02,109.0,0.862622,1.5,3.7,15.66,13.04,3364.74,0.572347,0.0,0.955452,0.950829,2.838017,21.32,1005.5643,4.1966,2.8517,11.468533,8.386569,7.961372
0.1,110.0,0.848714,1.7,3.7,7.41,15.32,2510.47,0.581841,0.0,0.999991,0.909221,2.779997,24.55,1013.8484,4.1289,2.8522,11.621385,8.501389,8.073105
0.1,111.0,0.8482,2.6,2.0,0.07,858.95,2171.2,0.58114,0.000484,0.998768,0.907195,0.863488,21.05,1022.1053,4.1264,2.8523,11.670053,8.538095,8.106406
0.1,112.0,0.847741,1.8,1.3,4.89,1545.73,2128.55,0.403196,0.003421,0.551893,0.905352,0.77021,17.88,1030.357,4.1242,2.8525,11.713534,8.570933,8.135843
0.05,113.0,0.854661,0.2,3.4,3600.0,4.46,2947.81,0.185984,0.0,0.0,0.92992,1.733789,14.13,1038.7036,4.1578,2.8527,11.808168,8.642107,8.203708
0.05,114.0,0.854689,1.4,0.2,21.67,10800.0,2418.22,0.197733,0.02933,0.0,0.930006,0.666637,10.76,1047.0309,4.158,2.8529,11.845784,8.670431,8.228653
0.05,115.0,0.853213,2.1,2.8,1.24,501.96,2537.93,0.584515,0.0,0.998626,0.925322,1.347842,22.55,1055.3377,4.1508,2.8531,11.919146,8.725745,8.280577
0.01,116.0,0.85749,2.7,3.7,0.0,18.23,3729.01,0.341243,0.0,0.384029,0.938155,2.807431,20.67,1063.7093,4.1716,2.8535,12.068274,8.837849,8.3895
0.1,117.0,0.842215,3.0,3.3,0.0,29.29,2501.99,0.576089,0.0,0.999992,0.880459,2.735397,25.18,1071.9143,4.0973,2.8539,12.211816,8.94592,8.494527
0.1,118.0,0.840653,3.1,3.3,0.0,28.96,2501.62,0.574489,0.0,0.999992,0.872462,2.731608,25.17,1080.1046,4.0897,2.8544,12.353624,9.052689,8.59826
0.02,119.0,0.852036,2.3,2.8,0.45,494.29,3011.28,0.534011,0.0,0.874335,0.921384,1.412037,21.15,1088.4004,4.1451,2.8546,12.427532,9.108403,8.650589
0.02,120.0,0.851085,0.8,2.8,654.07,37.54,3351.39,0.196161,0.0,0.031371,0.918065,1.76801,18.55,1096.6911,4.1405,2.8549,12.518873,9.177292,8.716165
0.02,121.0,0.849468,3.7,3.1,0.0,42.46,3341.01,0.566229,0.0,0.95951,0.912124,2.720315,21.87,1104.9715,4.1326,2.8553,12.656985,9.28136,8.817095
0.02,122.0,0.847921,3.6,3.6,0.0,19.6,3355.45,0.566278,0.0,0.962655,0.906079,2.792359,21.86,1113.2463,4.1251,2.8557,12.797236,9.387069,8.919688
0.02,123.0,0.846874,3.5,3.0,0.0,419.98,3021.88,0.552218,0.0,0.929655,0.901778,1.92023,21.81,1121.4924,4.12,2.856,12.893549,9.459777,8.989133
0.1,124.0,0.83424,2.3,0.6,0.41,3600.0,2071.28,0.172567,0.014052,0.0,0.834734,0.702422,13.47,1129.6153,4.0585,2.8561,12.929914,9.487394,9.013481
0.01,125.0,0.848721,0.4,0.1,1800.0,21600.0,1484.61,0.182013,0.000408,0.0,0.909248,0.871581,10.3,1137.8773,4.129,2.8563,12.974571,9.521059,9.043851
0.1,126.0,0.83323,1.0,1.0,277.22,1842.92,2059.51,0.170522,0.004094,0.008191,0.828038,0.761627,16.28,1145.9869,4.0536,2.8564,13.013592,9.550726,9.070233
0.01,127.0,0.847107,3.8,0.3,0.0,7200.0,3286.19,0.184725,0.010438,0.0,0.90275,0.716751,11.27,1154.2388,4.1211,2.8565,13.050484,9.578662,9.094804
0.1,128.0,0.832099,1.5,2.8,13.36,477.02,2160.3,0.564047,0.0,0.999972,0.820288,1.479498,24.16,1162.3412,4.0481,2.8567,13.123748,9.634244,9.147192
0.05,129.0,0.839747,2.8,0.6,0.0,3600.0,2456.31,0.17748,0.009891,0.0,0.867617,0.719343,13.39,1170.5176,4.0853,2.8569,13.160457,9.662078,9.171686
0.1,130.0,0.830888,2.7,2.8,0.0,482.95,2159.26,0.562328,0.0,0.999975,0.811689,1.469056,24.96,1178.6081,4.0422,2.8571,13.232655,9.716883,9.223306
0.01,131.0,0.844091,2.8,2.3,0.0,670.25,3397.78,0.187739,7e-06,0.024596,0.889488,1.065289,19.45,1186.8254,4.1064,2.8572,13.285561,9.756977,9.260016
0.05,132.0,0.837739,2.1,1.3,1.01,1500.8,2522.95,0.186672,0.001104,0.037414,0.856322,0.824181,17.33,1194.9795,4.0755,2.8574,13.326767,9.788342,9.288034
0.1,133.0,0.828385,2.3,3.9,0.38,12.28,2509.02,0.55858,0.0,0.999992,0.792915,2.76142,24.45,1203.0803,4.03,2.8578,13.458845,9.888275,9.38504
0.05,134.0,0.834655,3.9,3.9,0.0,12.37,2883.47,0.567355,0.0,0.999678,0.837421,2.768621,23.3,1211.2422,4.0605,2.8582,13.590181,9.987549,9.481316
0.01,135.0,0.84023,3.9,2.0,0.0,820.09,3408.36,0.17608,4.7e-05,0.005044,0.870218,0.974488,18.63,1219.4216,4.0876,2.8583,13.637582,10.023551,9.513949
0.02,136.0,0.838006,2.5,2.5,0.09,583.5,3013.59,0.466201,0.0,0.73657,0.857865,1.196974,20.45,1227.5805,4.0768,2.8585,13.695025,10.067223,9.554304
0.05,137.0,0.832751,1.0,2.7,251.92,399.84,2571.13,0.561597,0.0,0.9916,0.824786,1.489111,21.51,1235.6891,4.0513,2.8587,13.765607,10.120837,9.604703
0.05,138.0,0.831742,0.9,3.2,414.23,10.96,2893.4,0.554924,0.0,0.978419,0.817784,1.957907,20.52,1243.7912,4.0464,2.859,13.857251,10.190326,9.671071
0.1,139.0,0.82445,2.4,0.2,0.19,10800.0,2029.94,0.162307,0.02542,0.0,0.760695,0.673641,10.73,1251.8233,4.0109,2.8591,13.88998,10.215228,9.692857
0.1,140.0,0.822183,2.0,3.4,1.5,22.46,2502.46,0.548123,0.0,0.999992,0.740631,2.764451,24.44,1259.8392,3.9998,2.8595,14.017131,10.311654,9.786406
0.1,141.0,0.820802,2.5,3.8,0.08,13.5,2507.5,0.545574,0.0,0.999992,0.727884,2.750307,24.42,1267.8624,3.9931,2.8599,14.142625,10.40676,9.878641
0.1,142.0,0.820261,2.8,0.6,0.0,3600.0,2027.83,0.149298,0.011849,0.0,0.722794,0.710646,13.59,1275.8482,3.9905,2.86,14.176409,10.432534,9.90125
0.1,143.0,0.820892,3.8,0.2,0.0,10800.0,2020.11,0.154638,0.022231,0.0,0.728728,0.68018,10.73,1283.8455,3.9936,2.8601,14.208716,10.457189,9.922816
0.05,144.0,0.827802,3.9,0.4,0.0,5400.0,2413.46,0.162704,0.012583,0.0,0.788355,0.707749,12.02,1291.9072,4.0272,2.8602,14.242242,10.48282,9.945224
0.01,145.0,0.833115,3.5,1.5,0.0,1213.42,3406.84,0.165576,0.000208,0.000101,0.827261,0.903752,17.18,1300.0163,4.053,2.8604,14.284435,10.515054,9.974138
0.02,146.0,0.83136,2.2,0.6,0.54,3600.0,2900.17,0.16473,0.004289,0.0,0.815073,0.7594,13.14,1308.1102,4.0445,2.8605,14.320138,10.542333,9.998132
0.05,147.0,0.825956,1.6,2.5,8.18,567.23,2536.72,0.553567,0.0,0.997209,0.773416,1.223456,21.97,1316.1519,4.0182,2.8607,14.376106,10.585081,10.037669
