Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%]
0.02,1.0,0.990073,0.7,0.5,1028.57,4320.0,2558.49,0.599954,0.999948,0.0,0.999875,0.030254,13.21,43.5946,4.8166,2.8204,0.030254,0.004647,0.0
0.02,2.0,0.984757,2.4,3.7,1.42,75.18,3395.49,0.562904,0.000211,0.90713,0.99984,0.903132,21.91,53.1955,4.7908,2.8215,0.476741,0.318487,0.309225
0.02,3.0,0.979814,3.9,3.8,0.0,49.78,3411.91,0.566174,0.0,0.915536,0.999798,1.202329,22.34,62.767,4.7667,2.8226,0.924765,0.642967,0.629142
0.01,4.0,0.980034,1.5,2.7,52.77,662.52,3429.78,0.587447,0.957181,0.011537,0.9998,0.352047,19.26,72.3117,4.7678,2.8229,1.041724,0.726646,0.708243
0.01,5.0,0.978704,3.1,2.8,0.0,654.19,3426.28,0.581066,0.930991,0.021781,0.999787,0.376095,19.67,81.8435,4.7613,2.8232,1.160264,0.81157,0.788604
0.01,6.0,0.977616,3.6,2.2,0.0,925.24,3425.66,0.588105,0.968887,0.001488,0.999775,0.336261,18.5,91.3629,4.756,2.8235,1.262017,0.884318,0.856802
0.01,7.0,0.976411,0.5,2.1,1440.0,622.09,3450.39,0.565733,0.914451,0.0,0.999762,0.387179,15.65,100.8707,4.7502,2.8237,1.373865,0.964465,0.932417
0.1,8.0,0.963451,0.1,0.2,7200.0,10800.0,1564.13,0.59791,0.994994,0.0,0.999561,0.247991,10.31,110.2528,4.6871,2.8239,1.444322,1.014532,0.978171
0.01,9.0,0.97434,3.4,2.6,0.0,725.41,3423.53,0.561637,0.893122,0.011102,0.999738,0.398903,19.47,119.7413,4.7401,2.8242,1.552113,1.091802,1.050925
0.02,10.0,0.971929,2.5,1.8,0.78,1200.0,3064.49,0.5838,0.956151,0.003496,0.999706,0.353231,17.68,129.2044,4.7283,2.8245,1.644689,1.158055,1.112695
0.01,11.0,0.97219,2.2,2.4,2.75,809.27,3422.48,0.556987,0.887865,0.004749,0.99971,0.401471,18.72,138.6711,4.7296,2.8247,1.746049,1.230766,1.180913
0.1,12.0,0.958177,3.2,0.5,0.0,4320.0,2346.34,0.592633,0.981863,0.0,0.999437,0.309928,12.78,148.0099,4.6614,2.8249,1.822747,1.285569,1.231451
0.01,13.0,0.970583,0.6,0.8,1200.0,2447.27,3095.67,0.588333,0.97099,0.0,0.999687,0.332825,13.27,157.4583,4.7218,2.8251,1.903043,1.342962,1.284377
0.01,14.0,0.969378,3.7,2.2,0.0,913.28,3421.34,0.546837,0.865508,0.00175,0.999669,0.411342,18.37,166.8974,4.7159,2.8254,1.998776,1.411669,1.348621
0.01,15.0,0.968316,3.5,2.2,0.0,911.82,3420.75,0.536975,0.840824,0.001787,0.999651,0.420744,18.38,176.326,4.7108,2.8256,2.09384,1.479949,1.412449
0.05,16.0,0.961641,2.5,1.4,0.73,1542.86,2649.24,0.573921,0.927855,0.007187,0.999522,0.378371,17.03,185.6911,4.6783,2.8259,2.177443,1.539915,1.468055
0.02,17.0,0.965042,2.2,1.4,2.6,1542.86,3108.7,0.561089,0.902854,7.2e-05,0.999593,0.393841,16.48,195.0893,4.6948,2.8261,2.262319,1.600836,1.524567
0.05,18.0,0.956534,1.6,3.7,25.22,45.71,2930.82,0.599507,0.0,0.999073,0.999392,1.867984,23.43,204.4191,4.6534,2.827,2.626863,1.866327,1.785859
0.1,19.0,0.948311,1.2,0.7,317.17,3085.71,2032.52,0.579115,0.948237,0.0,0.999103,0.361527,14.13,213.6528,4.6134,2.8272,2.696203,1.916065,1.831407
0.05,20.0,0.954935,2.6,1.9,0.45,1102.6,2593.03,0.706217,0.756084,0.509786,0.999344,0.446127,19.01,222.95,4.6457,2.8274,2.779463,1.976038,1.887072
0.02,21.0,0.956869,0.3,3.5,2400.0,12.57,3445.8,0.19988,0.0,0.0,0.999401,1.248155,15.23,232.2929,4.6551,2.828,2.997769,2.134864,2.041631
0.01,22.0,0.957455,4.0,1.4,0.0,1542.86,3448.57,0.476075,0.690476,2e-06,0.999418,0.461793,16.2,241.6163,4.6579,2.8282,3.077972,2.192632,2.095051
0.05,23.0,0.947941,2.2,3.9,2.36,23.1,2946.71,0.599541,0.0,0.99931,0.999087,2.038986,23.16,250.8552,4.6116,2.829,3.403987,2.430609,2.328919
0.02,24.0,0.950144,0.2,3.5,3600.0,11.55,3439.07,0.199835,0.0,0.0,0.999177,1.329881,14.19,260.125,4.6224,2.8295,3.605805,2.577688,2.471792
0.05,25.0,0.944921,3.1,1.8,0.0,1168.64,2579.73,0.541743,0.473495,0.38139,0.998947,0.505053,19.07,269.3247,4.597,2.8297,3.682347,2.63302,2.522902
0.1,26.0,0.936685,1.5,0.6,33.5,3600.0,2276.12,0.518926,0.798092,0.0,0.998446,0.434552,13.4,278.4505,4.5569,2.8299,3.747648,2.680174,2.565977
0.02,27.0,0.94761,1.4,2.2,67.39,839.59,3057.25,0.314365,0.219907,0.066469,0.999072,0.560296,19.0,287.677,4.61,2.8301,3.829871,2.739736,2.621276
0.05,28.0,0.939948,3.5,4.0,0.0,20.18,2943.33,0.59948,0.0,0.999367,0.998668,2.168944,23.61,296.8409,4.5728,2.8309,4.126876,2.957033,2.834546
0.02,29.0,0.941349,3.3,3.5,0.0,94.34,3333.11,0.575157,0.0,0.938515,0.998753,2.01638,22.26,306.0166,4.5796,2.8316,4.388941,3.148804,3.022241
0.05,30.0,0.935658,2.5,3.2,0.55,484.34,2585.04,0.598951,2.4e-05,0.998168,0.998368,1.005755,22.72,315.1291,4.5519,2.8319,4.516728,3.242072,3.111382
0.01,31.0,0.941255,3.7,0.1,0.0,21600.0,3372.08,0.366978,0.418071,0.0,0.998748,0.515747,10.34,324.3056,4.5791,2.8321,4.5828,3.289964,3.155106
0.02,32.0,0.936179,3.4,3.9,0.0,21.55,3393.87,0.577722,0.0,0.945102,0.998408,2.282583,22.07,333.4281,4.5544,2.8328,4.855807,3.490047,3.351186
0.02,33.0,0.935601,3.7,0.8,0.0,2700.0,3108.01,0.324687,0.312536,0.0,0.998364,0.537538,14.15,342.5418,4.5516,2.833,4.920794,3.537211,3.394216
0.01,34.0,0.936169,1.6,2.1,19.29,906.83,3407.25,0.22242,0.055074,0.001772,0.998407,0.635353,18.17,351.6563,4.5544,2.8332,4.996182,3.592091,3.444928
0.05,35.0,0.928654,0.4,2.7,1800.0,78.83,2904.49,0.199554,0.0,2e-05,0.997729,1.349347,16.47,360.6989,4.5178,2.8336,5.149705,3.704553,3.55338
0.1,36.0,0.91803,1.6,3.7,18.89,19.41,2558.25,0.599244,0.0,0.999984,0.996252,2.379464,24.66,369.6388,4.4661,2.8343,5.409231,3.895249,3.740258
0.1,37.0,0.916384,0.1,2.8,7200.0,46.59,2544.04,0.19919,0.0,0.0,0.99595,1.436003,12.79,378.5663,4.4581,2.8347,5.562166,4.007468,3.848614
0.1,38.0,0.915319,3.4,2.5,0.0,707.71,2192.89,0.604573,0.0139,0.999663,0.995742,0.702945,22.84,387.4785,4.4529,2.8349,5.637302,4.06244,3.899635
0.01,39.0,0.928541,0.4,0.7,1800.0,2677.9,3022.63,0.29155,0.230016,0.0,0.997717,0.557534,12.6,396.5167,4.5173,2.8351,5.697095,4.106026,3.93914
0.01,40.0,0.927629,2.5,1.9,0.47,1043.47,3398.58,0.212977,0.033039,0.000596,0.997617,0.660784,17.75,405.5475,4.5128,2.8353,5.766773,4.156908,3.985933
0.05,41.0,0.921293,3.6,0.6,0.0,3600.0,2634.95,0.301252,0.254736,0.0,0.996786,0.551119,13.29,414.5227,4.482,2.8354,5.824807,4.19925,4.024288
0.02,42.0,0.925007,1.0,0.6,506.76,3585.09,2562.26,0.312715,0.283136,0.0,0.997303,0.544236,13.25,423.5266,4.5001,2.8356,5.881768,4.240788,4.061785
0.02,43.0,0.924001,1.1,2.3,357.06,616.28,3056.13,0.216342,0.006513,0.035756,0.997172,0.7394,18.83,432.5232,4.4952,2.8358,5.957361,4.296117,4.113064
0.05,44.0,0.91952,1.8,0.2,8.57,10800.0,2563.98,0.332992,0.334227,0.0,0.996506,0.532816,10.82,441.4857,4.4734,2.836,6.012127,4.336107,4.149115
0.01,45.0,0.924113,3.6,1.9,0.0,1037.89,3397.93,0.209327,0.024086,0.000637,0.997187,0.676273,17.98,450.4823,4.4957,2.8362,6.080385,4.386034,4.194988
0.1,46.0,0.909469,3.8,2.8,0.0,587.79,2190.44,0.599137,0.000746,0.999901,0.994392,0.84285,23.8,459.3382,4.4245,2.8364,6.163646,4.447202,4.252266
0.05,47.0,0.916438,1.9,2.7,5.79,616.03,2572.05,0.597126,0.001132,0.993703,0.99596,0.822963,21.98,468.2615,4.4584,2.8366,6.244215,4.506363,4.307454
0.05,48.0,0.915238,3.6,3.1,0.0,488.84,2573.67,0.598465,2e-06,0.998299,0.995725,1.127684,23.46,477.1741,4.4526,2.8369,6.352144,4.585768,4.382922
0.1,49.0,0.906765,0.4,1.5,1800.0,928.13,2157.83,0.214098,0.038422,7e-06,0.993631,0.653331,15.34,486.0008,4.4113,2.8371,6.41513,4.631999,4.425306
0.01,50.0,0.91957,2.0,2.3,3.79,782.83,3399.9,0.204336,0.00493,0.007652,0.996515,0.752734,18.86,494.954,4.4736,2.8373,6.486804,4.684615,4.473909
0.05,51.0,0.913012,3.7,1.7,0.0,1198.39,2553.3,0.362355,0.034676,0.373584,0.995253,0.6584,18.79,503.842,4.4417,2.8375,6.549272,4.730472,4.515827
0.1,52.0,0.904524,3.2,1.3,0.0,1661.54,2157.2,0.323735,0.079156,0.233718,0.992924,0.616851,17.67,512.6476,4.4004,2.8377,6.607449,4.773212,4.554731
0.05,53.0,0.911703,2.1,1.3,2.43,1661.54,2532.1,0.224593,0.057047,0.006959,0.994951,0.633578,16.86,521.523,4.4354,2.8378,6.666788,4.816779,4.594378
0.1,54.0,0.901439,1.7,3.6,11.54,22.57,2544.92,0.598359,0.0,0.999986,0.991822,2.550457,24.58,530.3032,4.3854,2.8384,6.892529,4.983527,4.757517
0.1,55.0,0.900668,2.0,1.5,3.6,1402.58,2145.4,0.543202,0.047031,0.815212,0.991521,0.643275,18.52,539.0709,4.3817,2.8386,6.950574,5.026212,4.796392
0.05,56.0,0.906149,2.7,3.9,0.13,19.16,2921.45,0.598487,0.0,0.999496,0.993444,2.555857,23.15,547.9114,4.4083,2.8392,7.169084,5.187707,4.954217
0.01,57.0,0.910615,1.2,3.1,187.33,391.26,3419.14,0.218322,0.0,0.048461,0.994686,1.448663,19.97,556.78,4.4301,2.8395,7.291711,5.278227,5.040872
0.1,58.0,0.896079,2.3,2.3,0.92,770.65,2180.24,0.599417,0.004361,0.999437,0.989487,0.758602,21.91,565.5037,4.3593,2.8397,7.356425,5.326005,5.084871
0.1,59.0,0.89535,3.6,2.5,0.0,680.4,2180.02,0.598273,0.001348,0.999774,0.989122,0.814672,23.09,574.2209,4.3558,2.8399,7.425185,5.376809,5.131905
0.1,60.0,0.894826,2.0,1.4,3.39,1521.89,2131.7,0.453867,0.034343,0.605898,0.988852,0.658877,18.03,582.931,4.3533,2.8401,7.480933,5.417954,5.169288
0.1,61.0,0.893423,0.8,3.1,810.22,20.99,2523.2,0.585381,0.0,0.969406,0.988096,1.505263,19.66,591.6379,4.3464,2.8404,7.603517,5.508672,5.256345
