Rate_Stage1(C),Rate_Stage2(C),Terminal_Current(C),Cycle,SOH(measured),Stage1_Time(s),Stage2_Time(s),Stage3_Time(s),Reward_Total,Reward_r_soh,Reward_r_time,Reward_delta_soh,Avg Temp(°C),Throughput(Ah),Discharge Cap(Ah),Terminal V(V),LLI(%),LAM_neg(%),LAM_pos(%)
0.5,0.5,0.01,1,0.991526,1440.0,4320.0,2911.01,0.636649,0.691784,0.581514,0.030665,12.82,43.609,4.8237,2.8204,0.030665,0.004674,0.0
0.5,0.5,0.01,2,0.99086,1440.0,4320.0,2884.62,0.588659,0.589397,0.587921,0.083505,11.93,53.2545,4.8204,2.8206,0.086554,0.034756,0.025417
0.5,0.5,0.01,3,0.989882,1440.0,4320.0,2881.01,0.552662,0.516528,0.588796,0.156052,11.93,62.892,4.8157,2.8208,0.173633,0.096292,0.0823
0.5,0.5,0.01,4,0.988911,1440.0,4320.0,2875.79,0.550053,0.510047,0.590059,0.164533,11.95,72.52,4.811,2.821,0.259981,0.157347,0.138712
0.5,0.5,0.01,5,0.987949,1440.0,4320.0,2870.52,0.547665,0.503996,0.591334,0.172804,11.95,82.1387,4.8063,2.8213,0.345616,0.21793,0.194664
0.5,0.5,0.01,6,0.986994,1440.0,4320.0,2865.17,0.545477,0.498329,0.592626,0.180873,11.95,91.7482,4.8016,2.8215,0.430555,0.278053,0.250168
0.5,0.5,0.01,7,0.986047,1440.0,4320.0,2859.87,0.543453,0.493003,0.593904,0.188749,11.95,101.3484,4.797,2.8217,0.514812,0.337727,0.305233
0.5,0.5,0.01,8,0.985107,1440.0,4320.0,2854.53,0.541588,0.487984,0.595192,0.196438,11.95,110.9394,4.7925,2.8219,0.598404,0.396962,0.359869
0.5,0.5,0.01,9,0.984175,1440.0,4320.0,2849.23,0.539855,0.483244,0.596467,0.203948,11.95,120.5214,4.7879,2.8221,0.681346,0.455767,0.414087
0.5,0.5,0.01,10,0.983249,1440.0,4320.0,2843.87,0.538256,0.478755,0.597757,0.211285,11.95,130.0943,4.7834,2.8224,0.763651,0.514153,0.467895
0.5,0.5,0.01,11,0.982331,1440.0,4320.0,2838.59,0.536762,0.474497,0.599027,0.218457,11.95,139.6581,4.779,2.8226,0.845334,0.572128,0.521303
0.5,0.5,0.01,12,0.98142,1440.0,4320.0,2833.29,0.535374,0.470449,0.600299,0.225468,11.95,149.213,4.7745,2.8228,0.926408,0.6297,0.574318
0.5,0.5,0.01,13,0.980515,1440.0,4320.0,2827.98,0.534084,0.466594,0.601573,0.232324,11.95,158.7586,4.7701,2.823,1.006885,0.686879,0.626951
0.5,0.5,0.01,14,0.979617,1440.0,4320.0,2822.67,0.532881,0.462917,0.602845,0.23903,11.95,168.2952,4.7657,2.8232,1.086778,0.743672,0.679207
0.5,0.5,0.01,15,0.978726,1440.0,4320.0,2817.4,0.531755,0.459404,0.604106,0.245593,11.96,177.8229,4.7614,2.8234,1.166099,0.800088,0.731096
0.5,0.5,0.01,16,0.97784,1440.0,4320.0,2812.11,0.530707,0.456044,0.60537,0.252017,11.96,187.3419,4.7571,2.8236,1.24486,0.856133,0.782625
0.5,0.5,0.01,17,0.976961,1440.0,4320.0,2806.87,0.529723,0.452825,0.60662,0.258306,11.96,196.8523,4.7528,2.8238,1.323071,0.911816,0.833801
0.5,0.5,0.01,18,0.976088,1440.0,4320.0,2801.59,0.52881,0.449739,0.607881,0.264465,11.97,206.3542,4.7486,2.824,1.400743,0.967143,0.884631
0.5,0.5,0.01,19,0.975221,1440.0,4320.0,2796.33,0.527954,0.446775,0.609133,0.270498,11.97,215.8477,4.7444,2.8242,1.477887,1.022121,0.935121
0.5,0.5,0.01,20,0.97436,1440.0,4320.0,2791.08,0.527154,0.443926,0.610382,0.276409,11.97,225.3329,4.7402,2.8245,1.554513,1.076757,0.985279
0.5,0.5,0.01,21,0.973505,1440.0,4320.0,2785.8,0.526411,0.441185,0.611636,0.282201,11.97,234.8098,4.736,2.8247,1.63063,1.131058,1.03511
0.5,0.5,0.01,22,0.972655,1440.0,4320.0,2780.56,0.525713,0.438545,0.612881,0.28788,11.97,244.2785,4.7319,2.8249,1.706248,1.185028,1.084621
0.5,0.5,0.01,23,0.97181,1440.0,4320.0,2775.27,0.525067,0.436,0.614135,0.293448,11.97,253.739,4.7278,2.8251,1.781376,1.238675,1.133818
0.5,0.5,0.01,24,0.970972,1440.0,4320.0,2769.99,0.524465,0.433544,0.615386,0.298908,11.97,263.1914,4.7237,2.8253,1.856023,1.292004,1.182706
0.5,0.5,0.01,25,0.970138,1440.0,4320.0,2764.7,0.523905,0.431173,0.616637,0.304265,11.97,272.6356,4.7196,2.8255,1.930197,1.345021,1.231291
0.5,0.5,0.01,26,0.969309,1440.0,4320.0,2759.53,0.52337,0.428881,0.617859,0.309522,11.98,282.0717,4.7156,2.8257,2.003908,1.397732,1.279579
0.5,0.5,0.01,27,0.968486,1440.0,4320.0,2754.24,0.522886,0.426665,0.619107,0.31468,11.98,291.4998,4.7116,2.8259,2.077163,1.450142,1.327574
0.5,0.5,0.01,28,0.967668,1440.0,4320.0,2748.9,0.522443,0.42452,0.620365,0.319744,11.98,300.9196,4.7076,2.8261,2.14997,1.502256,1.375283
0.5,0.5,0.01,29,0.966855,1440.0,4316.26,2747.37,0.522024,0.422442,0.621607,0.324716,11.99,310.3315,4.7037,2.8262,2.222337,1.554079,1.422709
0.5,0.5,0.01,30,0.966047,1440.0,4311.43,2746.91,0.521639,0.420429,0.62285,0.329598,11.99,319.7355,4.6997,2.8264,2.294271,1.605616,1.469858
