Rate_Stage1(C),Rate_Stage2(C),Terminal_Current(C),Cycle,SOH(measured),Stage1_Time(s),Stage2_Time(s),Stage3_Time(s),Reward_Total,Reward_r_soh,Reward_r_time,Reward_delta_soh,Avg Temp(°C),Throughput(Ah),Discharge Cap(Ah),Terminal V(V),LLI(%),LAM_neg(%),LAM_pos(%)
0.5,0.5,0.01,1,1.003341,1440.0,4320.0,1697.05,0.763273,0.702654,0.823893,0.027258,39.57,43.731,4.8812,2.6823,0.027258,0.001348,0.0
0.5,0.5,0.01,2,1.002978,1440.0,4320.0,1716.29,0.762266,0.703449,0.821084,0.027021,40.73,53.4975,4.8794,2.6824,0.054279,0.002694,0.0
0.5,0.5,0.01,3,1.002621,1440.0,4320.0,1715.34,0.762685,0.704147,0.821223,0.026814,40.72,63.2605,4.8777,2.6825,0.081093,0.004038,0.0
0.5,0.5,0.01,4,1.002266,1440.0,4320.0,1714.22,0.763111,0.704835,0.821388,0.026612,40.72,73.0202,4.8759,2.6825,0.107706,0.005381,0.0
0.5,0.5,0.01,5,1.001654,1440.0,4320.0,1713.22,0.706533,0.591531,0.821535,0.081914,40.72,82.7752,4.873,2.6827,0.159797,0.032434,0.025714
0.5,0.5,0.01,6,1.001019,1440.0,4320.0,1711.32,0.70141,0.581008,0.821813,0.090018,40.72,92.5241,4.8699,2.6828,0.214168,0.061978,0.053921
0.5,0.5,0.01,7,1.00039,1440.0,4320.0,1709.32,0.700083,0.578061,0.822105,0.092405,40.72,102.2668,4.8668,2.6829,0.268139,0.091326,0.081934
0.5,0.5,0.01,8,0.999764,1440.0,4320.0,1707.28,0.698822,0.575239,0.822404,0.09474,40.72,112.0033,4.8638,2.683,0.321717,0.12048,0.109756
0.5,0.5,0.01,9,0.999143,1440.0,4320.0,1705.33,0.697609,0.572531,0.822688,0.097029,40.72,121.7338,4.8607,2.6831,0.37491,0.149446,0.137392
0.5,0.5,0.01,10,0.998527,1440.0,4320.0,1703.4,0.69645,0.56993,0.82297,0.09927,40.72,131.4582,4.8577,2.6832,0.427728,0.178228,0.164845
