Rate_Stage1(C),Rate_Stage2(C),Terminal_Current(C),Cycle,SOH(measured),Stage1_Time(s),Stage2_Time(s),Stage3_Time(s),Reward_Total,Reward_r_soh,Reward_r_time,Reward_delta_soh,Avg Temp(°C),Throughput(Ah),Discharge Cap(Ah),Terminal V(V),LLI(%),LAM_neg(%),LAM_pos(%)
0.1,0.1,0.01,1,0.99195,7200.0,21600.0,2765.85,0.342279,0.684559,0.0,0.033115,10.4,43.6179,4.8257,2.8204,0.033115,0.004704,0.0
0.1,0.1,0.01,2,0.991142,7200.0,21600.0,2735.79,0.278153,0.556306,0.0,0.11174,10.13,53.2718,4.8218,2.8206,0.10348,0.046895,0.037495
0.1,0.1,0.01,3,0.990074,7200.0,21600.0,2731.29,0.251554,0.503108,0.0,0.174048,10.13,62.9165,4.8166,2.8209,0.198765,0.114299,0.100218
0.1,0.1,0.01,4,0.989016,7200.0,21600.0,2725.19,0.247976,0.495952,0.0,0.184351,10.13,72.5508,4.8115,2.8211,0.293224,0.181158,0.162409
0.1,0.1,0.01,5,0.987966,7200.0,21600.0,2719.07,0.244652,0.489304,0.0,0.19439,10.13,82.1748,4.8064,2.8214,0.386875,0.247483,0.224079
0.1,0.1,0.01,6,0.986926,7200.0,21600.0,2712.97,0.241551,0.483103,0.0,0.204175,10.13,91.7886,4.8013,2.8216,0.479738,0.313287,0.28524
0.1,0.1,0.01,7,0.985894,7200.0,21600.0,2706.89,0.238649,0.477298,0.0,0.213716,10.13,101.3923,4.7963,2.8218,0.571832,0.378583,0.345905
0.1,0.1,0.01,8,0.98487,7200.0,21600.0,2700.77,0.235924,0.471848,0.0,0.223023,10.13,110.9859,4.7913,2.8221,0.663171,0.44338,0.406084
0.1,0.1,0.01,9,0.983855,7200.0,21600.0,2694.72,0.233358,0.466716,0.0,0.232104,10.13,120.5696,4.7864,2.8223,0.753775,0.50769,0.465788
0.1,0.1,0.01,10,0.982848,7200.0,21600.0,2688.67,0.230936,0.461871,0.0,0.240968,10.13,130.1433,4.7815,2.8225,0.843658,0.571524,0.525028
